species	assembly	run	read_id	caller	gene5	gene3	chrom5	chrom3	strand5	strand3	boundary5_0based	boundary3_0based	query_gap_nt	status	start5	end5	qstart5	qend5	start3	end3	qstart3	qend3	original_read_id	mapq5	aligned_nt5	mapq3	aligned_nt3	alignment_qc_pass	symbol5	symbol3	genion_flag	statistical_flag	caller_statistical_pass
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1367456	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	observed exon-aligned boundaries; not exon-repaired; not conserved			1	75			130	1364	94a8d0d0-ee10-4239-8f9b-d4d506059a7f	60	72	60	1187	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1368306	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	observed exon-aligned boundaries; not exon-repaired; not conserved			3	42			99	1329	18bf983e-7009-4a0a-8f30-7ed44f8748d9	60	38	60	1201	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1371232	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392496	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	42			101	1318	2d073d10-7ce9-4052-a8f3-87aa7b5f603b	60	42	60	1197	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1374126	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			0	10			68	1279	0b143c63-8e06-4a62-9a94-634aedbeef28	60	10	60	1177	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1374528	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	63	observed exon-aligned boundaries; not exon-repaired; not conserved			2	39			102	1313	bee9ec50-83b0-4741-a2ea-d88c7a44c9fa	60	37	60	1182	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1374721	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	41			100	1336	a7e80aba-6c24-499e-83e7-873f084645db	60	41	60	1204	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1375669	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	observed exon-aligned boundaries; not exon-repaired; not conserved			0	41			98	1327	0e86ff24-12ea-433c-8efa-1148a8377306	60	41	60	1205	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1375824	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	observed exon-aligned boundaries; not exon-repaired; not conserved			3	299			355	1563	ae9bc8c4-c43a-4cd6-acbc-3f0af01f1ed4	60	290	60	1186	True	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1379762	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			4	43			104	1323	73b97b43-4a81-4e72-b7ca-c6766729b572	60	38	60	1192	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1385028	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	observed exon-aligned boundaries; not exon-repaired; not conserved			2	48			104	1312	e1b33b58-52e7-4bb2-84ba-c9e083fb869f	60	42	60	1193	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1388044	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			3	42			101	1311	b41dc770-b245-401c-a4f1-08e8b6132944	60	39	60	1183	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1388561	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			0	42			103	1334	2a1e2d79-83c9-42cb-8d92-fbbcf6798d9d	60	42	60	1194	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1394422	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			1	40			101	1331	ea4ba83e-b02e-46be-8641-84c44101e7fa	60	39	60	1206	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1395933	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			4	40			98	1335	5f032515-7386-40b0-88ba-8e513d9abb07	60	35	60	1181	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1396619	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	observed exon-aligned boundaries; not exon-repaired; not conserved			0	41			97	1339	7012d531-943c-4b27-a9e2-1f53488540e8	60	41	60	1212	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1403069	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			0	44			102	1313	dfeeecea-9c4a-4057-8ef3-5f9823f0a9da	60	40	60	1184	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1404625	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			0	44			104	1322	9da024d6-b3b2-4878-a98a-1ee85601adc7	60	44	60	1197	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1407343	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			2	45			105	1338	771e98a6-3bb8-4cd5-bfa0-be281486e75c	60	41	60	1208	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1408144	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	observed exon-aligned boundaries; not exon-repaired; not conserved			2	42			104	1317	ececa750-da6e-4fc9-a1c0-b6e5d05ab8b5	60	40	60	1187	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1410644	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			0	37			95	1307	fe2b9545-99a7-4e24-b63a-ef358b8812d1	60	37	60	1183	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1411132	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	observed exon-aligned boundaries; not exon-repaired; not conserved			1	42			98	1326	6808601c-af65-4c6d-8547-b3fc4cc85524	60	41	60	1174	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1423599	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			0	43			103	1338	7b9013f7-8d1c-4184-a26a-7596f6f09d67	60	42	60	1197	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1424263	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			1	41			102	1332	e00a1db7-82d0-40cd-9813-6324658b0d0e	60	40	60	1202	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1424574	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	observed exon-aligned boundaries; not exon-repaired; not conserved			4	42			97	1333	204ec270-61bb-4f36-96c2-b3c1f8f543eb	60	38	60	1178	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1425063	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			0	44			104	1328	3cb98984-2c5a-4bd5-95d5-2af97e1101f6	60	42	60	1193	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1432438	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	observed exon-aligned boundaries; not exon-repaired; not conserved			3	40			96	1317	d3529f5c-c4ef-4b44-a585-20451dcce194	60	37	60	1196	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1432867	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			0	68			128	1350	1954339e-fa63-4822-9e93-7c0bd699fd88	60	68	60	1210	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1433736	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	65	observed exon-aligned boundaries; not exon-repaired; not conserved			0	43			108	1333	30d41982-dd07-49eb-9099-51ccacfd3a28	60	43	60	1201	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1433857	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			4	41			100	1310	bcd043df-7da1-449a-b7fa-4800c363bb3c	60	37	60	1176	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1434980	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			3	42			103	1344	f71c59fa-e9e2-4345-9102-04523425f106	60	39	60	1210	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1437411	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	41			100	1331	5c6788de-8604-487e-85eb-81bc01d95aaf	60	41	60	1194	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1438395	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			0	42			103	1349	ab5c7aab-b8a7-4030-8b6e-41c6cc90989b	60	41	60	1218	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1439630	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			1	44			104	1337	33d1aede-8215-4707-a253-62cba87abe31	60	40	60	1196	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1443131	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			0	43			103	1307	20c44357-9781-45a0-835b-e167150047be	60	42	60	1167	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1443512	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			0	46			107	1346	f78d3266-16af-43f3-8795-92d76de04cc4	60	44	60	1156	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1451740	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			2	42			103	1336	77724397-f66d-4e79-a789-5baef5f70dd4	60	38	60	1211	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1456592	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412912	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			6	43			102	1302	6ff1b134-af19-401d-88a6-c5f390255f65	60	37	60	1172	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1460185	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			0	42			100	1302	8e6117f9-a67b-46a4-83bf-e214ca7e9003	60	42	60	1156	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1462395	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	54	observed exon-aligned boundaries; not exon-repaired; not conserved			1	42			96	1340	dbd5f550-c9a6-46e0-b63f-95b48a2bc7c3	60	41	60	1217	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1466479	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			5	48			109	1358	48acba92-d3a1-49ec-bf87-c4316b673e6b	60	38	60	1195	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1469199	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			0	122			180	1396	3efc9770-92e4-43c4-bf3e-c661853ef803	60	120	60	1193	True	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1471936	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	observed exon-aligned boundaries; not exon-repaired; not conserved			0	44			101	1393	ba6b3df7-ccf9-495e-b2e3-3f2804c8a220	60	42	60	1196	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1480497	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392495	56	observed exon-aligned boundaries; not exon-repaired; not conserved			10	42			98	1321	097373b1-8707-4ec8-a3d8-048e78dba917	60	32	60	1192	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1481821	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			0	46			107	1334	405b4aa2-dba8-4f7a-ab0b-17087fadff4d	60	43	60	1201	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1482470	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			8	57			115	1316	753d7c41-dff4-4307-9f06-84414cef75e8	60	48	60	1182	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1483021	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			1	42			101	1293	3256b06f-8608-4870-8366-623be15d96ea	60	41	60	1172	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1487369	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	35			94	1318	2aa9ff55-fc89-42e4-8053-7478954277d6	60	35	60	1178	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1491270	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			0	40			101	1293	52db5ee9-e0a2-44cf-8067-5e7cebcfa479	60	40	60	1173	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1494407	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	observed exon-aligned boundaries; not exon-repaired; not conserved			3	42			99	1331	af957382-b6cb-4488-8e0c-17f701b35e96	60	39	60	1205	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1496279	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			0	70			130	1381	1717bab0-b2c3-47ba-aeaa-02734eccb3cd	60	69	60	1208	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1497077	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			3	42			100	1324	f1265ff2-79b2-48a9-b0c8-1f5878b9fcde	60	38	60	1201	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1500970	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	40			99	1345	000ba2f3-e235-4fba-b8c1-fabbd5c3dbf7	60	40	60	1200	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1501635	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			0	75			133	1293	84a86d44-0cb8-4106-a622-af754f997a73	60	73	60	1145	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1502707	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			0	42			102	1295	5341a9bc-cc06-41f4-bf9d-f703cd2c5003	60	41	60	1169	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1502882	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	observed exon-aligned boundaries; not exon-repaired; not conserved			3	42			99	1291	922665b7-a292-40c4-943e-d88d6147a22c	60	38	60	1179	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1514824	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	64	observed exon-aligned boundaries; not exon-repaired; not conserved			0	39			103	1322	262cd34f-508d-4fe1-a2ce-82cdcf1cb9dc	60	38	60	1197	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1516463	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	observed exon-aligned boundaries; not exon-repaired; not conserved			3	42			99	1316	72ea385b-584e-4d88-9c38-054877566f96	60	38	60	1198	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1526002	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	62	observed exon-aligned boundaries; not exon-repaired; not conserved			3	43			105	1342	2f8e693a-e992-40a0-b5f1-b87de35752b2	60	39	60	1201	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1535722	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			0	43			101	1336	f8518521-d9c3-4408-a185-d90fc604ac60	60	42	60	1206	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1538886	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			0	42			102	1315	61a7a19e-6f6c-4f3f-baf9-4a49d0cbffd0	60	42	60	1185	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1539753	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	observed exon-aligned boundaries; not exon-repaired; not conserved			0	41			98	1320	0c72c840-ed37-4f76-8ae4-5c6b95d8d2c1	60	40	60	1189	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1541196	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			2	39			99	1306	034628f6-ea4c-4baf-bd8b-c41b7849c9ef	60	36	60	1178	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1542967	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	39			98	1307	06c5a1f6-81b0-4d36-8aa8-a972a87f580d	60	39	60	1194	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1543209	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			0	40			100	1338	e9040929-9152-4f9f-9082-b01ef9c643f7	60	40	60	1217	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1545548	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	56	observed exon-aligned boundaries; not exon-repaired; not conserved			1	38			94	1317	2748a0da-e235-40c6-a217-810576a289a6	60	37	60	1197	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1550398	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	observed exon-aligned boundaries; not exon-repaired; not conserved			2	65			120	1327	a3679045-a3fa-4372-82d1-28ea5df9920b	60	63	60	1178	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1551009	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	57	observed exon-aligned boundaries; not exon-repaired; not conserved			1	39			96	1279	0091353f-1074-40ed-9d94-cf3c835e0a05	60	38	60	1169	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1552340	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392493	60	observed exon-aligned boundaries; not exon-repaired; not conserved			1	43			103	1323	c413f2bf-a612-46bb-9938-671880f04af1	60	42	60	1193	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1562941	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			3	41			102	1335	e7e436ba-95fb-41da-adb5-494df91b71c6	60	38	60	1210	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1566188	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	40			99	1317	72743252-0259-4d13-8ac7-119cdce264f3	60	40	60	1194	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1566982	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	55	observed exon-aligned boundaries; not exon-repaired; not conserved			0	39			94	1310	acbf8938-644d-4909-aff7-f0ced01490e5	60	39	60	1198	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1567796	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	54	observed exon-aligned boundaries; not exon-repaired; not conserved			0	41			95	1327	1acad9d3-1192-4c5d-8674-7422c8d702f3	60	41	60	1212	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1568519	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	61	observed exon-aligned boundaries; not exon-repaired; not conserved			4	44			105	1317	9cf0e019-6bc1-4aae-a58f-5468f107bf3d	60	40	60	1195	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1572727	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	59	observed exon-aligned boundaries; not exon-repaired; not conserved			0	40			99	1298	7df6d752-202d-4c95-bd1d-6fbc93ea2664	60	40	60	1185	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1574474	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	58	observed exon-aligned boundaries; not exon-repaired; not conserved			3	39			97	1323	36c44a3c-0f4a-402e-8b87-f4fbe7b95c9e	60	35	60	1194	False	ANG2	RNASE4	PASS:GF	pPASS	True
bos_taurus	ARS-UCD2.0	SRR31429688	SRR31429688.1583057	Genion	ENSBTAG00000046668	ENSBTAG00000019612	10	10	-	-	26412911	26392497	60	observed exon-aligned boundaries; not exon-repaired; not conserved			0	46			106	1349	002d8811-ceac-44c7-ab47-ff673bedee78	60	44	60	1212	False	ANG2	RNASE4	PASS:GF	pPASS	True
