sequence_id	role	sequence_sha256	length_aa	pfam_accession	pfam_name	description	hmm_length	hmm_start_1based	hmm_end_1based	hmm_coverage	sequence_start_1based	sequence_end_1based	envelope_start_1based	envelope_end_1based	sequence_span_coverage	sequence_bitscore	domain_bitscore	sequence_evalue	domain_independent_evalue	domain_conditional_evalue	sequence_GA_bitscore	domain_GA_bitscore	domain_number
peptide_101700281cde078bee94b7382d6e603a4babf7b2c6c73ebf43d4a469d59c79f5	conditional_candidate	101700281cde078bee94b7382d6e603a4babf7b2c6c73ebf43d4a469d59c79f5	159	PF16880.11	EHD_N	N-terminal EH-domain containing protein	33	1	33	1.0	24	56	24	56	0.20754716981132076	64.22814178466797	63.63446044921875	2.897850985296711e-19	4.4427411242684565e-19	1.858887499693915e-21	21.5	21.5	1
peptide_101700281cde078bee94b7382d6e603a4babf7b2c6c73ebf43d4a469d59c79f5	conditional_candidate	101700281cde078bee94b7382d6e603a4babf7b2c6c73ebf43d4a469d59c79f5	159	PF00350.30	Dynamin_N	Dynamin family	168	1	79	0.47023809523809523	61	139	61	157	0.4968553459119497	34.78003692626953	34.41392135620117	6.236856639134513e-10	8.081431103188448e-10	3.3813519260202714e-12	27.0	27.0	1
peptide_1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee	conditional_candidate	1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee	786	PF11934.14	DUF3452	Domain of unknown function (DUF3452)	135	9	132	0.9185185185185185	109	220	103	222	0.14249363867684478	46.53224182128906	44.539676666259766	1.0539584145295476e-13	4.3481263252860085e-13	1.8192997176928905e-15	26.299999237060547	26.299999237060547	1
peptide_1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee	conditional_candidate	1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee	786	PF01858.23	RB_A	Retinoblastoma-associated protein A domain	196	1	188	0.9591836734693877	367	559	367	561	0.2455470737913486	214.34078979492188	214.34078979492188	5.572074054458722e-65	5.572074054458722e-65	2.3314117382672473e-67	25.0	25.0	2
peptide_1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee	conditional_candidate	1148a09617eba2312e87a99c5e199bf30521982cb6c30cc7354ca5f31aa604ee	786	PF04089.20	BRICHOS	BRICHOS domain	91	2	91	0.989010989010989	660	750	659	750	0.11577608142493638	73.7498779296875	72.33303833007812	3.9924686218476165e-22	1.1048197719166014e-21	4.622676869943939e-24	25.0	25.0	1
peptide_12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	conditional_candidate	12745343cbe2431513f67f949df2911fade4cbdac322f7cdc173a482777cfec3	350	PF22528.2	PRMT_C	Arginine methyltransferase oligomerization subdomain	165	1	165	1.0	173	337	173	337	0.4714285714285714	234.41395568847656	234.09437561035156	2.43155709957362e-71	3.048883166810759e-71	3.827050000180869e-73	27.0	27.0	1
peptide_128478dad5923df8e153bbe6c3fe22332eb265107b6c4204a02f16733a87a5f0	conditional_candidate	128478dad5923df8e153bbe6c3fe22332eb265107b6c4204a02f16733a87a5f0	336	PF00248.28	Aldo_ket_red	Aldo/keto reductase family	290	14	289	0.9517241379310345	33	304	27	305	0.8095238095238095	206.94512939453125	206.3424835205078	1.272684482052357e-62	1.942392939051073e-62	2.4381501327000915e-64	24.0	24.0	1
peptide_139563c3790484e398f1558332258abd5f38773b4c9b8c7dd1d496f233efbed8	conditional_candidate	139563c3790484e398f1558332258abd5f38773b4c9b8c7dd1d496f233efbed8	626	PF05915.18	TMEM_230_134	Transmembrane proteins 230/134	119	1	62	0.5210084033613446	57	127	57	153	0.1134185303514377	61.22148132324219	60.980403900146484	3.77873870498011e-18	4.488158214139446e-18	7.511561864668528e-20	26.799999237060547	26.799999237060547	1
peptide_139563c3790484e398f1558332258abd5f38773b4c9b8c7dd1d496f233efbed8	conditional_candidate	139563c3790484e398f1558332258abd5f38773b4c9b8c7dd1d496f233efbed8	626	PF26141.1	PMEL_NMB_N	PMEL/NMB N-terminal domain	173	24	173	0.8670520231213873	127	285	125	285	0.2539936102236422	182.13002014160156	180.5060272216797	3.202450081616785e-55	1.0099820812802828e-54	1.4086221496238254e-56	27.0	27.0	1
peptide_139563c3790484e398f1558332258abd5f38773b4c9b8c7dd1d496f233efbed8	conditional_candidate	139563c3790484e398f1558332258abd5f38773b4c9b8c7dd1d496f233efbed8	626	PF00801.27	PKD	PKD domain	80	26	68	0.5375	327	370	304	373	0.07028753993610223	30.735733032226562	28.084386825561523	8.956748074550448e-09	6.019314655757867e-08	8.395138989899396e-10	23.5	23.5	3
peptide_139563c3790484e398f1558332258abd5f38773b4c9b8c7dd1d496f233efbed8	conditional_candidate	139563c3790484e398f1558332258abd5f38773b4c9b8c7dd1d496f233efbed8	626	PF18911.7	PKD_4	PKD domain	85	33	70	0.4470588235294118	329	369	309	371	0.06549520766773163	37.02513122558594	29.4342041015625	1.0204458328363219e-10	2.3847032679024358e-08	3.325945980338125e-10	27.0	27.0	1
peptide_139563c3790484e398f1558332258abd5f38773b4c9b8c7dd1d496f233efbed8	conditional_candidate	139563c3790484e398f1558332258abd5f38773b4c9b8c7dd1d496f233efbed8	626	PF20433.4	PKAT_KLD	PKAT, KLD domain	51	1	51	1.0	471	521	471	521	0.08146964856230032	81.62932586669922	80.63961791992188	1.3447272545659762e-24	2.739922879640318e-24	3.8213708223714334e-26	27.700000762939453	27.700000762939453	1
peptide_141ec2db205027760299d6cfdf072036bb4e5b4e6bbd92c9460372e87321d3d2	conditional_candidate	141ec2db205027760299d6cfdf072036bb4e5b4e6bbd92c9460372e87321d3d2	751	PF01433.27	Peptidase_M1	Peptidase family M1 domain	218	21	218	0.908256880733945	435	652	423	652	0.29027962716378164	71.82034301757812	70.74430084228516	2.3047110089313235e-21	4.917715568555169e-21	5.486990871470202e-23	27.700000762939453	27.700000762939453	1
peptide_1485ea7abb5537105da28caa75dbafd079f07504c590ce733c6d66afe0f0e279	conditional_candidate	1485ea7abb5537105da28caa75dbafd079f07504c590ce733c6d66afe0f0e279	383	PF07686.24	V-set	Immunoglobulin V-set domain	109	9	108	0.9174311926605505	45	167	36	168	0.32114882506527415	36.94816207885742	35.25154113769531	1.2716872308926556e-10	4.2816766838390936e-10	8.957482602173837e-12	26.0	26.0	1
peptide_19394e5c359c5a82b8cb1bd0ed1fa1b68fb38f6139c5c1acdf5b19900a03299a	conditional_candidate	19394e5c359c5a82b8cb1bd0ed1fa1b68fb38f6139c5c1acdf5b19900a03299a	112	PF00071.29	Ras	Ras family	162	1	35	0.21604938271604937	5	38	5	55	0.30357142857142855	39.55951690673828	39.26991653442383	1.5247429435360725e-11	1.8718542391294518e-11	6.004553347277182e-13	21.600000381469727	21.600000381469727	1
peptide_19394e5c359c5a82b8cb1bd0ed1fa1b68fb38f6139c5c1acdf5b19900a03299a	conditional_candidate	19394e5c359c5a82b8cb1bd0ed1fa1b68fb38f6139c5c1acdf5b19900a03299a	112	PF03134.25	TB2_DP1_HVA22	TB2/DP1, HVA22 family	77	6	65	0.7792207792207793	37	96	34	99	0.5357142857142857	74.76105499267578	74.24747467041016	1.5566443911521101e-22	2.2514994640819137e-22	1.2560666466286828e-24	27.200000762939453	27.200000762939453	1
peptide_1a7b2bbbbf30fea698c57990414166e3db473b4ecba590ce3231a6f36c80546f	conditional_candidate	1a7b2bbbbf30fea698c57990414166e3db473b4ecba590ce3231a6f36c80546f	130	PF05915.18	TMEM_230_134	Transmembrane proteins 230/134	119	1	61	0.5126050420168067	57	126	57	128	0.5384615384615384	64.36164093017578	63.99203109741211	4.018489846332903e-19	5.231454403658566e-19	8.755572223696345e-21	26.799999237060547	26.799999237060547	1
peptide_1d26632909793e9ef4868a1283d4ec88d8de6173f2567712b41a3547f09f15b9	conditional_candidate	1d26632909793e9ef4868a1283d4ec88d8de6173f2567712b41a3547f09f15b9	302	PF07686.24	V-set	Immunoglobulin V-set domain	109	59	108	0.45871559633027525	34	86	12	87	0.17549668874172186	28.106233596801758	27.3297061920166	7.113026313299189e-08	1.239836002685029e-07	2.593799168797132e-09	26.0	26.0	1
peptide_1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	conditional_candidate	1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	784	PF00999.27	Na_H_Exchanger	Sodium/hydrogen exchanger, transmembrane	375	3	375	0.9946666666666667	84	535	79	535	0.576530612244898	273.6083068847656	272.4995422363281	8.737434617892508e-83	1.8979582561754564e-82	1.0588330578384694e-84	26.200000762939453	26.200000762939453	1
peptide_1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	conditional_candidate	1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	784	PF25372.2	LRR_FBXL15	F-box/LRR-repeat protein 15, leucine rich repeat domain	550	277	471	0.35454545454545455	575	769	567	780	0.24872448979591838	52.208858489990234	51.29389953613281	1.258216280189128e-15	2.38202773865796e-15	1.3288857677310796e-17	27.5	27.5	1
peptide_1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	conditional_candidate	1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	784	PF13516.13	LRR_6	Leucine Rich repeat	24	6	24	0.7916666666666666	590	608	588	608	0.02423469387755102	40.09605407714844	9.148470878601074	6.977456170379055e-12	0.05634538005493852	0.0003143396376844548	23.399999618530273	8.699999809265137	1
peptide_1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	conditional_candidate	1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	784	PF13516.13	LRR_6	Leucine Rich repeat	24	2	24	0.9583333333333334	640	663	639	663	0.030612244897959183	40.09605407714844	10.548612594604492	6.977456170379055e-12	0.0200740478092118	0.0001119891091169417	23.399999618530273	8.699999809265137	4
peptide_1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	conditional_candidate	1d96ab1139fd7e2a5d0d5c16c5db26c59fb1194ceaf2df73b61b5175196b3ef2	784	PF13516.13	LRR_6	Leucine Rich repeat	24	1	23	0.9583333333333334	691	713	691	714	0.029336734693877552	40.09605407714844	10.20189094543457	6.977456170379055e-12	0.02591969954036338	0.00014460083425586265	23.399999618530273	8.699999809265137	6
peptide_1dc6aeda50a5e497a2f5951ecc5210d7d2e68c1a6ea22fa070ab227803ad98df	conditional_candidate	1dc6aeda50a5e497a2f5951ecc5210d7d2e68c1a6ea22fa070ab227803ad98df	274	PF10300.16	Iml2-TPR_39	Iml2/Tetratricopeptide repeat protein 39	467	276	467	0.41113490364025695	18	189	10	189	0.6277372262773723	143.80015563964844	143.42523193359375	2.60323447636784e-43	3.382415713274596e-43	3.302218966934752e-45	22.200000762939453	22.200000762939453	1
peptide_1dc6aeda50a5e497a2f5951ecc5210d7d2e68c1a6ea22fa070ab227803ad98df	conditional_candidate	1dc6aeda50a5e497a2f5951ecc5210d7d2e68c1a6ea22fa070ab227803ad98df	274	PF10345.16	Cohesin_load	Cohesin loading factor	587	339	457	0.20272572402044292	26	147	16	154	0.44525547445255476	33.6131591796875	26.64554214477539	5.465335215538854e-10	7.041172808655254e-08	6.874227288784767e-10	25.799999237060547	25.799999237060547	1
peptide_1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	conditional_candidate	1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	395	PF12796.14	Ank_2	Ankyrin repeats (3 copies)	90	13	69	0.6333333333333333	2	61	1	69	0.1518987341772152	63.278175354003906	30.48550796508789	9.520586713147855e-19	1.6219045838759962e-08	4.0717269888100323e-10	27.299999237060547	27.299999237060547	1
peptide_1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	conditional_candidate	1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	395	PF13857.13	Ank_5	Ankyrin repeats (many copies)	56	2	56	0.9821428571428571	73	127	72	127	0.13924050632911392	61.211124420166016	31.66961669921875	3.0816001673000706e-18	5.771963333937668e-09	9.660189680230408e-11	27.0	27.0	2
peptide_1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	conditional_candidate	1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	395	PF12796.14	Ank_2	Ankyrin repeats (3 copies)	90	21	80	0.6666666666666666	78	140	65	150	0.15949367088607594	63.278175354003906	30.559900283813477	9.520586713147855e-19	1.5374988011008692e-08	3.859829626194651e-10	27.299999237060547	27.299999237060547	2
peptide_1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	conditional_candidate	1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	395	PF13606.13	Ank_3	Ankyrin repeat	31	2	30	0.9354838709677419	87	114	86	115	0.07088607594936709	42.733089447021484	18.393657684326172	9.348029171910183e-13	8.418187859340063e-05	2.1133526006711457e-06	22.299999237060547	17.200000762939453	4
peptide_1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	conditional_candidate	1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	395	PF00023.37	Ank	Ankyrin repeat	33	2	32	0.9393939393939394	87	117	86	118	0.07848101265822785	63.305843353271484	27.04554557800293	3.849946405321343e-19	1.3698355519831228e-07	3.4389177037233207e-09	21.100000381469727	14.699999809265137	4
peptide_1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	conditional_candidate	1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	395	PF13637.13	Ank_4	Ankyrin repeats (many copies)	50	1	41	0.82	91	131	91	140	0.10379746835443038	68.3941650390625	27.250730514526367	1.448444619017996e-20	1.3158919169857198e-07	3.3034943522654056e-09	22.700000762939453	22.700000762939453	4
peptide_1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	conditional_candidate	1fe37bd6ea07b66d2c16eb3ac3ec79534ca5317c7b1cadea503320eaa4a1a3a2	395	PF01529.26	DHHC	DHHC palmitoyltransferase	133	4	80	0.5789473684210527	294	370	291	380	0.1949367088607595	82.27049255371094	82.27049255371094	1.2524058828385646e-24	1.2524058828385646e-24	8.73365329734006e-27	28.700000762939453	28.700000762939453	3
peptide_204ed537f56ceb775af18238d6211e9820a946ab60919dfc9088e0f6179859b9	conditional_candidate	204ed537f56ceb775af18238d6211e9820a946ab60919dfc9088e0f6179859b9	1144	PF10421.15	OAS1_C	2'-5'-oligoadenylate synthetase 1, domain 2, C-terminus	188	2	184	0.973404255319149	160	339	159	342	0.15734265734265734	790.1304321289062	265.15838623046875	1.0938456018530447e-241	1.063442449555008e-80	1.1865466661701624e-82	19.899999618530273	19.899999618530273	1
peptide_204ed537f56ceb775af18238d6211e9820a946ab60919dfc9088e0f6179859b9	conditional_candidate	204ed537f56ceb775af18238d6211e9820a946ab60919dfc9088e0f6179859b9	1144	PF10421.15	OAS1_C	2'-5'-oligoadenylate synthetase 1, domain 2, C-terminus	188	2	187	0.9893617021276596	611	795	610	796	0.16171328671328672	790.1304321289062	248.5940399169922	1.0938456018530447e-241	1.277412261059687e-75	1.425285646928521e-77	19.899999618530273	19.899999618530273	2
peptide_204ed537f56ceb775af18238d6211e9820a946ab60919dfc9088e0f6179859b9	conditional_candidate	204ed537f56ceb775af18238d6211e9820a946ab60919dfc9088e0f6179859b9	1144	PF01909.30	NTP_transf_2	Nucleotidyltransferase domain	93	1	63	0.6774193548387096	831	896	831	918	0.057692307692307696	57.69453430175781	32.53844451904297	4.6183910350374664e-17	3.256804076193089e-09	1.8169060397172045e-11	21.0	21.0	3
peptide_204ed537f56ceb775af18238d6211e9820a946ab60919dfc9088e0f6179859b9	conditional_candidate	204ed537f56ceb775af18238d6211e9820a946ab60919dfc9088e0f6179859b9	1144	PF10421.15	OAS1_C	2'-5'-oligoadenylate synthetase 1, domain 2, C-terminus	188	2	187	0.9893617021276596	955	1136	954	1137	0.1590909090909091	790.1304321289062	272.7781066894531	1.0938456018530447e-241	4.898385695990458e-83	5.46542337070065e-85	19.899999618530273	19.899999618530273	3
peptide_2168e44b24311d2038cfd2a0e4419b38462cc90c1ad4a8edab2a8f33656b2877	conditional_candidate	2168e44b24311d2038cfd2a0e4419b38462cc90c1ad4a8edab2a8f33656b2877	197	PF14745.12	WASH-4_N	WASH complex subunit 4, N-terminal	572	1	120	0.2097902097902098	32	147	32	158	0.5888324873096447	145.0076446533203	144.29031372070312	1.1062105231841612e-43	1.824345278590909e-43	1.5266487686953215e-45	25.0	25.0	1
peptide_27423e5ae634ee16faa22fbee9d7696e067cad37f9f43540e7126b62788f8fee	conditional_candidate	27423e5ae634ee16faa22fbee9d7696e067cad37f9f43540e7126b62788f8fee	124	PF12763.14	EH	EH domain	101	3	47	0.44554455445544555	19	63	17	67	0.3629032258064516	28.72536849975586	28.257144927978516	3.701668498290718e-08	5.179123025817632e-08	7.945655967084234e-10	22.0	22.0	1
peptide_289703e36f5869975fcc5af1cbd06c1f72a4d2a842df9afb9026fb0767317782	conditional_candidate	289703e36f5869975fcc5af1cbd06c1f72a4d2a842df9afb9026fb0767317782	532	PF02014.24	Reeler	Reeler domain	144	2	141	0.9722222222222222	31	167	30	170	0.2575187969924812	159.9344940185547	159.03981018066406	1.6607827613435792e-48	3.1348930671816756e-48	1.7488943192087452e-50	21.0	21.0	1
peptide_289703e36f5869975fcc5af1cbd06c1f72a4d2a842df9afb9026fb0767317782	conditional_candidate	289703e36f5869975fcc5af1cbd06c1f72a4d2a842df9afb9026fb0767317782	532	PF00017.31	SH2	SH2 domain	77	1	77	1.0	422	505	422	505	0.15789473684210525	44.13119125366211	41.6892204284668	6.333397208190312e-13	3.6623344168385905e-12	5.107858321950614e-14	21.0	21.0	3
peptide_29ea5ee0680ecd1f94f1277f5409186d94102586e1ff61dc723a33f27a95836b	conditional_candidate	29ea5ee0680ecd1f94f1277f5409186d94102586e1ff61dc723a33f27a95836b	206	PF13911.13	AhpC-TSA_2	AhpC/TSA antioxidant enzyme	114	1	113	0.9912280701754386	58	170	58	171	0.5485436893203883	93.59474182128906	93.21373748779297	3.9921654387369475e-28	5.241376979419955e-28	2.9240596816847725e-30	27.0	27.0	1
peptide_2add87360b59c5d05baa755fdce15eb60d338d20384a37357db0bbe326096009	conditional_candidate	2add87360b59c5d05baa755fdce15eb60d338d20384a37357db0bbe326096009	421	PF02760.22	HIN	HIN-200/IF120x domain	168	1	168	1.0	194	362	194	362	0.4014251781472684	245.69473266601562	245.69473266601562	7.606983266478846e-75	7.606983266478846e-75	7.426622435892876e-77	22.700000762939453	22.700000762939453	1
peptide_2b51f821f3f63a41e62b73e95a3994fa13f9f527ec1942f80ca2dd456355c2b6	conditional_candidate	2b51f821f3f63a41e62b73e95a3994fa13f9f527ec1942f80ca2dd456355c2b6	105	PF07653.24	SH3_2	Variant SH3 domain	55	7	52	0.8363636363636363	53	99	47	102	0.44761904761904764	38.21307373046875	37.57992172241211	3.291671910162166e-11	5.1896360021213437e-11	9.409381872744418e-13	21.799999237060547	21.799999237060547	1
peptide_2b51f821f3f63a41e62b73e95a3994fa13f9f527ec1942f80ca2dd456355c2b6	conditional_candidate	2b51f821f3f63a41e62b73e95a3994fa13f9f527ec1942f80ca2dd456355c2b6	105	PF00018.35	SH3_1	SH3 domain	48	11	48	0.7916666666666666	59	96	51	96	0.3619047619047619	43.78123092651367	43.248558044433594	5.643525711162698e-13	8.278181438553374e-13	1.6163813129671863e-14	22.899999618530273	22.899999618530273	1
peptide_2b51f821f3f63a41e62b73e95a3994fa13f9f527ec1942f80ca2dd456355c2b6	conditional_candidate	2b51f821f3f63a41e62b73e95a3994fa13f9f527ec1942f80ca2dd456355c2b6	105	PF14604.13	SH3_9	Variant SH3 domain	49	10	48	0.7959183673469388	59	99	51	100	0.3904761904761905	41.28004455566406	40.73875427246094	4.084252935022422e-12	6.0281504057162665e-12	1.0088954653918436e-13	30.0	30.0	1
peptide_2b6307a928c00d74e5da0a64ec3c8c19333fa31e0ec9ff5b1f553c414751a1eb	conditional_candidate	2b6307a928c00d74e5da0a64ec3c8c19333fa31e0ec9ff5b1f553c414751a1eb	299	PF04201.21	TPD52	Tumour protein D52 family	108	1	108	1.0	136	252	136	252	0.391304347826087	168.38473510742188	167.50221252441406	1.868517313016815e-51	3.514071931953843e-51	9.312045565847003e-53	25.0	25.0	1
peptide_2b725ec6513d4fe033761938b5b7e38cdb2776f273712a72de67a893499a6121	conditional_candidate	2b725ec6513d4fe033761938b5b7e38cdb2776f273712a72de67a893499a6121	313	PF05279.17	Asp-B-Hydro_N	Aspartyl beta-hydroxylase N-terminal region	66	1	66	1.0	52	117	52	117	0.2108626198083067	150.5799560546875	147.32513427734375	3.2965325980897055e-46	3.4209456086731477e-45	1.0496625298578697e-46	23.0	23.0	1
peptide_2b725ec6513d4fe033761938b5b7e38cdb2776f273712a72de67a893499a6121	conditional_candidate	2b725ec6513d4fe033761938b5b7e38cdb2776f273712a72de67a893499a6121	313	PF08477.20	Roc	Ras of Complex, Roc, domain of DAPkinase	119	9	119	0.9327731092436975	117	223	115	223	0.34185303514376997	103.69039154052734	102.2117919921875	2.824590167177332e-31	8.114036335080953e-31	2.263329521640433e-32	27.0	27.0	1
peptide_2b725ec6513d4fe033761938b5b7e38cdb2776f273712a72de67a893499a6121	conditional_candidate	2b725ec6513d4fe033761938b5b7e38cdb2776f273712a72de67a893499a6121	313	PF00071.29	Ras	Ras family	162	9	161	0.9444444444444444	117	269	114	270	0.48881789137380194	204.34913635253906	203.8312225341797	3.141531215021754e-62	4.5335823937954e-62	1.454287239292806e-63	21.600000381469727	21.600000381469727	1
peptide_2b725ec6513d4fe033761938b5b7e38cdb2776f273712a72de67a893499a6121	conditional_candidate	2b725ec6513d4fe033761938b5b7e38cdb2776f273712a72de67a893499a6121	313	PF00025.28	Arf	ADP-ribosylation factor family	174	25	168	0.8275862068965517	118	262	113	268	0.46325878594249204	45.34693145751953	44.883872985839844	2.4307849047598203e-13	3.372586346932068e-13	8.466743967193476e-15	22.299999237060547	22.299999237060547	1
peptide_2c1cb44a742642c7499d1d08f06ecb23a8a9624b374d98d67c1abe41c80dad9f	conditional_candidate	2c1cb44a742642c7499d1d08f06ecb23a8a9624b374d98d67c1abe41c80dad9f	535	PF02014.24	Reeler	Reeler domain	144	2	141	0.9722222222222222	31	167	30	170	0.2560747663551402	159.9117889404297	159.02542114257812	1.6877759945412507e-48	3.1670880703759024e-48	1.7668552693868353e-50	21.0	21.0	1
peptide_2c1cb44a742642c7499d1d08f06ecb23a8a9624b374d98d67c1abe41c80dad9f	conditional_candidate	2c1cb44a742642c7499d1d08f06ecb23a8a9624b374d98d67c1abe41c80dad9f	535	PF00017.31	SH2	SH2 domain	77	1	77	1.0	425	508	425	508	0.15700934579439252	44.10841751098633	41.677398681640625	6.437900276718575e-13	3.6935797385249684e-12	5.1514361764643914e-14	21.0	21.0	3
peptide_2f48fe9d24692c4c2f3fdc9e40a42a86d295d828cc45bb4e18a09e986843283f	conditional_candidate	2f48fe9d24692c4c2f3fdc9e40a42a86d295d828cc45bb4e18a09e986843283f	285	PF02199.21	SapA	Saposin A-type domain	33	2	33	0.9696969696969697	20	51	19	51	0.11228070175438597	52.92328643798828	49.694435119628906	9.969969011491577e-16	1.0185428063561235e-14	1.136449435264852e-16	22.0	22.0	1
peptide_2f48fe9d24692c4c2f3fdc9e40a42a86d295d828cc45bb4e18a09e986843283f	conditional_candidate	2f48fe9d24692c4c2f3fdc9e40a42a86d295d828cc45bb4e18a09e986843283f	285	PF05184.21	SapB_1	Saposin-like type B, region 1	38	2	37	0.9473684210526315	59	94	58	95	0.12631578947368421	64.15791320800781	52.99282455444336	3.0546884850074433e-19	9.529321518758758e-16	1.0632436841013957e-17	25.200000762939453	25.200000762939453	1
peptide_2f48fe9d24692c4c2f3fdc9e40a42a86d295d828cc45bb4e18a09e986843283f	conditional_candidate	2f48fe9d24692c4c2f3fdc9e40a42a86d295d828cc45bb4e18a09e986843283f	285	PF03489.23	SapB_2	Saposin-like type B, region 2	34	3	34	0.9411764705882353	103	135	101	135	0.11578947368421053	45.6027717590332	41.35188293457031	2.1710372218928484e-13	4.6478541516795315e-12	8.427071683658843e-14	21.0	21.0	2
peptide_2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96	conditional_candidate	2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96	44	PF08477.20	Roc	Ras of Complex, Roc, domain of DAPkinase	119	1	33	0.2773109243697479	10	42	10	44	0.75	34.933372497558594	34.827877044677734	5.777084608393374e-10	6.228827444309127e-10	1.737469301062518e-11	27.0	27.0	1
peptide_2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96	conditional_candidate	2f5ccec75975e3c6f577920bce8d2353c43c2083ced5a445cd4306874aa49f96	44	PF00071.29	Ras	Ras family	162	1	34	0.20987654320987653	10	43	10	44	0.7727272727272727	42.7355842590332	42.62553024291992	1.6080538953262078e-12	1.738405380546794e-12	5.576474721419283e-14	21.600000381469727	21.600000381469727	1
peptide_2fa08b3f456b35b634ae9dec88e1161e05e4063bbe185c89f98466c5b35a86b8	conditional_candidate	2fa08b3f456b35b634ae9dec88e1161e05e4063bbe185c89f98466c5b35a86b8	357	PF06762.21	LMF1	Lipase maturation factor transmembrane domain	279	192	277	0.30824372759856633	27	111	25	113	0.23809523809523808	111.97831726074219	111.29289245605469	1.7179130057456542e-33	2.7793299109343732e-33	3.1010654515306815e-35	27.0	27.0	1
peptide_2fa08b3f456b35b634ae9dec88e1161e05e4063bbe185c89f98466c5b35a86b8	conditional_candidate	2fa08b3f456b35b634ae9dec88e1161e05e4063bbe185c89f98466c5b35a86b8	357	PF25179.2	LMF1_C	Lipase maturation factor C-terminal domain	139	1	139	1.0	187	330	187	330	0.40336134453781514	173.92279052734375	173.38150024414062	6.644485939841627e-53	9.761801191846354e-53	9.530349838622661e-55	34.20000076293945	34.20000076293945	1
peptide_2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	conditional_candidate	2fd568c243ae5fc146a0c3231fbaef7e40cf01dbf9a2cc5cea6ca2f10c9a8f54	399	PF16660.11	PHD20L1_u1	PHD finger protein 20-like protein 1	99	1	99	1.0	151	246	151	246	0.24060150375939848	146.15646362304688	146.15646362304688	1.59805891719733e-44	1.59805891719733e-44	2.2288129946964155e-46	27.0	27.0	2
peptide_30789ddbca07e50737e87ef7ab2775266174c325dbac710715479d3a2f30a194	conditional_candidate	30789ddbca07e50737e87ef7ab2775266174c325dbac710715479d3a2f30a194	263	PF08718.17	GLTP	Glycolipid transfer protein (GLTP)	147	1	142	0.9659863945578231	18	143	18	147	0.4790874524714829	102.09371948242188	92.82443237304688	1.2287250637760945e-30	8.843506025565922e-28	1.480084690471284e-29	25.600000381469727	25.600000381469727	1
