pair_id	parent_a	parent_b	parent_a_ids	parent_b_ids	parent_a_mgi_ids	parent_b_mgi_ids	parent_a_mapping	parent_b_mapping	chromosome_a	chromosome_b	species	assembly	annotation	long_read_support	sample_count	sample_count_status	is_interchromosomal	genomic_distance	in_probe_panel	label	reported_nanostring_support	short_read_reported_support	cross_reported_support	caller_names	assay_tested	assay_qc_status	exclusion_reason	source_ids	source_url	score_rna_refit	score_status	read_support_outside_training_range	genomic_distance_outside_training_range	rank
Rps19:Cyc1	Rps19	Cyc1	ENSMUSG00000040952.17	ENSMUSG00000022551.9	MGI:1333780	MGI:1913695	unique_gencode_gene	unique_gencode_gene	chr7	chr15	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21691
Rps19:Dync1i2	Rps19	Dync1i2	ENSMUSG00000040952.17	ENSMUSG00000027012.16	MGI:1333780	MGI:107750	unique_gencode_gene	unique_gencode_gene	chr7	chr2	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21692
Rps19:Eif4a3	Rps19	Eif4a3	ENSMUSG00000040952.17	ENSMUSG00000025580.16	MGI:1333780	MGI:1923731	unique_gencode_gene	unique_gencode_gene	chr7	chr11	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21693
Rps19:Fcgr3	Rps19	Fcgr3	ENSMUSG00000040952.17	ENSMUSG00000059498.14	MGI:1333780	MGI:95500	unique_gencode_gene	unique_gencode_gene	chr7	chr1	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21694
Rps19:Gm15427	Rps19	Gm15427	ENSMUSG00000040952.17	ENSMUSG00000081051.5	MGI:1333780	MGI:3642341	unique_gencode_gene	unique_gencode_gene	chr7	chr1	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21695
Rps19:Gm3788	Rps19	Gm3788	ENSMUSG00000040952.17	ENSMUSG00000094392.2	MGI:1333780	MGI:3781961	unique_gencode_gene	unique_gencode_gene	chr7	chr3	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21696
Rps19:Gm4149	Rps19	Gm4149	ENSMUSG00000040952.17	ENSMUSG00000074800.5	MGI:1333780	MGI:3782325	unique_gencode_gene	unique_gencode_gene	chr7	chr13	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21697
Rps19:Gpnmb	Rps19	Gpnmb	ENSMUSG00000040952.17	ENSMUSG00000029816.11	MGI:1333780	MGI:1934765	unique_gencode_gene	unique_gencode_gene	chr7	chr6	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21698
Rps19:Oaz1	Rps19	Oaz1	ENSMUSG00000040952.17	ENSMUSG00000035242.16	MGI:1333780	MGI:109433	unique_gencode_gene	unique_gencode_gene	chr7	chr10	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21699
Rps19:Pet100	Rps19	Pet100	ENSMUSG00000040952.17	ENSMUSG00000087687.4	MGI:1333780	MGI:3615306	unique_gencode_gene	unique_gencode_gene	chr7	chr8	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21700
Rps19:Psap	Rps19	Psap	ENSMUSG00000040952.17	ENSMUSG00000004207.15	MGI:1333780	MGI:97783	unique_gencode_gene	unique_gencode_gene	chr7	chr10	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21701
Rps19:Rack1	Rps19	Rack1	ENSMUSG00000040952.17	ENSMUSG00000020372.16	MGI:1333780	MGI:101849	unique_gencode_gene	unique_gencode_gene	chr7	chr11	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21702
Rps19:Rnmt	Rps19	Rnmt	ENSMUSG00000040952.17	ENSMUSG00000009535.14	MGI:1333780	MGI:1915147	unique_gencode_gene	unique_gencode_gene	chr7	chr18	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21703
Rps19:Rpl19-ps11	Rps19	Rpl19-ps11	ENSMUSG00000040952.17	ENSMUSG00000081094.5	MGI:1333780	MGI:3642193	unique_gencode_gene	unique_gencode_gene	chr7	chr8	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21704
Rps19:Rpl35a-ps2	Rps19	Rpl35a-ps2	ENSMUSG00000040952.17	ENSMUSG00000081214.4	MGI:1333780	MGI:3705461	unique_gencode_gene	unique_gencode_gene	chr7	chr1	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21705
Rps19:Rps27rt	Rps19	Rps27rt	ENSMUSG00000040952.17	ENSMUSG00000050621.8	MGI:1333780	MGI:3704345	unique_gencode_gene	unique_gencode_gene	chr7	chr9	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21706
Rps19:Smim4	Rps19	Smim4	ENSMUSG00000040952.17	ENSMUSG00000058351.12	MGI:1333780	MGI:1913737	unique_gencode_gene	unique_gencode_gene	chr7	chr14	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21707
Rps19:Stt3a	Rps19	Stt3a	ENSMUSG00000040952.17	ENSMUSG00000032116.19	MGI:1333780	MGI:105124	unique_gencode_gene	unique_gencode_gene	chr7	chr9	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21708
Rps19:Vps33a	Rps19	Vps33a	ENSMUSG00000040952.17	ENSMUSG00000029434.13	MGI:1333780	MGI:1924823	unique_gencode_gene	unique_gencode_gene	chr7	chr5	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21709
Rps19bp1:Fth1	Rps19bp1	Fth1	ENSMUSG00000051518.9	ENSMUSG00000024661.8	MGI:1913788	MGI:95588	unique_gencode_gene	unique_gencode_gene	chr15	chr19	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21710
Rps19bp1:H2-K1	Rps19bp1	H2-K1	ENSMUSG00000051518.9	ENSMUSG00000061232.17	MGI:1913788	MGI:95904	unique_gencode_gene	unique_gencode_gene	chr15	chr17	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21711
Rps2-ps10:Gm12338	Rps2-ps10	Gm12338	ENSMUSG00000091957.4	ENSMUSG00000081485.6	MGI:3645604	MGI:3650622	unique_gencode_gene	unique_gencode_gene	chr18	chr11	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21712
Rps2-ps10:Gpnmb	Rps2-ps10	Gpnmb	ENSMUSG00000091957.4	ENSMUSG00000029816.11	MGI:3645604	MGI:1934765	unique_gencode_gene	unique_gencode_gene	chr18	chr6	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21713
Rps2-ps10:Itgb1	Rps2-ps10	Itgb1	ENSMUSG00000091957.4	ENSMUSG00000025809.16	MGI:3645604	MGI:96610	unique_gencode_gene	unique_gencode_gene	chr18	chr8	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21714
Rps2-ps10:Ptgr1	Rps2-ps10	Ptgr1	ENSMUSG00000091957.4	ENSMUSG00000028378.7	MGI:3645604	MGI:1914353	unique_gencode_gene	unique_gencode_gene	chr18	chr4	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21715
Rps2-ps10:Rnh1	Rps2-ps10	Rnh1	ENSMUSG00000091957.4	ENSMUSG00000038650.16	MGI:3645604	MGI:1195456	unique_gencode_gene	unique_gencode_gene	chr18	chr7	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	LongGF;Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21716
Rps2-ps10:Rpl37rt	Rps2-ps10	Rpl37rt	ENSMUSG00000091957.4	ENSMUSG00000072692.8	MGI:3645604	MGI:3651519	unique_gencode_gene	unique_gencode_gene	chr18	chr5	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21717
Rps2-ps10:Rps11	Rps2-ps10	Rps11	ENSMUSG00000091957.4	ENSMUSG00000003429.12	MGI:3645604	MGI:1351329	unique_gencode_gene	unique_gencode_gene	chr18	chr7	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21718
Rps2-ps10:Rps12-ps3	Rps2-ps10	Rps12-ps3	ENSMUSG00000091957.4	ENSMUSG00000067038.7	MGI:3645604	MGI:3704503	unique_gencode_gene	unique_gencode_gene	chr18	chr19	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21719
Rps2-ps10:Slc25a5	Rps2-ps10	Slc25a5	ENSMUSG00000091957.4	ENSMUSG00000016319.4	MGI:3645604	MGI:1353496	unique_gencode_gene	unique_gencode_gene	chr18	chrX	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21720
Rps2-ps10:Spp1	Rps2-ps10	Spp1	ENSMUSG00000091957.4	ENSMUSG00000029304.15	MGI:3645604	MGI:98389	unique_gencode_gene	unique_gencode_gene	chr18	chr5	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21721
Rps2-ps13:Sec24b	Rps2-ps13	Sec24b	ENSMUSG00000081684.5	ENSMUSG00000001052.16	MGI:3705640	MGI:2139764	unique_gencode_gene	unique_gencode_gene	chrX	chr3	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21722
Rps2-ps6:Inpp5k	Rps2-ps6	Inpp5k	ENSMUSG00000095427.3	ENSMUSG00000006127.10	MGI:3644876	MGI:1194899	unique_gencode_gene	unique_gencode_gene	chr14	chr11	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21723
Rps2-ps8:B2m	Rps2-ps8	B2m	ENSMUSG00000118161.2	ENSMUSG00000060802.9	MGI:3779592	MGI:88127	unique_gencode_gene	unique_gencode_gene	chr17	chr2	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21724
Rps2-ps8:Lpxn	Rps2-ps8	Lpxn	ENSMUSG00000118161.2	ENSMUSG00000024696.10	MGI:3779592	MGI:2147677	unique_gencode_gene	unique_gencode_gene	chr17	chr19	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21725
Rps2-ps8:Tmem50a	Rps2-ps8	Tmem50a	ENSMUSG00000118161.2	ENSMUSG00000028822.12	MGI:3779592	MGI:1919067	unique_gencode_gene	unique_gencode_gene	chr17	chr4	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21726
Rps21:Aifm1	Rps21	Aifm1	ENSMUSG00000039001.13	ENSMUSG00000036932.15	MGI:1913731	MGI:1349419	unique_gencode_gene	unique_gencode_gene	chr2	chrX	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21727
Rps21:Apex1	Rps21	Apex1	ENSMUSG00000039001.13	ENSMUSG00000035960.15	MGI:1913731	MGI:88042	unique_gencode_gene	unique_gencode_gene	chr2	chr14	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21728
Rps21:Arf4	Rps21	Arf4	ENSMUSG00000039001.13	ENSMUSG00000021877.13	MGI:1913731	MGI:99433	unique_gencode_gene	unique_gencode_gene	chr2	chr14	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21729
Rps21:Asph	Rps21	Asph	ENSMUSG00000039001.13	ENSMUSG00000028207.19	MGI:1913731	MGI:1914186	unique_gencode_gene	unique_gencode_gene	chr2	chr4	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21730
Rps21:Atp5j2	Rps21	Atp5j2	ENSMUSG00000039001.13	ENSMUSG00000038690.16	MGI:1913731	MGI:1927558	unique_gencode_gene	unique_gencode_gene	chr2	chr5	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21731
Rps21:Brk1	Rps21	Brk1	ENSMUSG00000039001.13	ENSMUSG00000033940.9	MGI:1913731	MGI:1915406	unique_gencode_gene	unique_gencode_gene	chr2	chr6	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21732
Rps21:Bst2	Rps21	Bst2	ENSMUSG00000039001.13	ENSMUSG00000046718.9	MGI:1913731	MGI:1916800	unique_gencode_gene	unique_gencode_gene	chr2	chr8	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21733
Rps21:Capzb	Rps21	Capzb	ENSMUSG00000039001.13	ENSMUSG00000028745.19	MGI:1913731	MGI:104652	unique_gencode_gene	unique_gencode_gene	chr2	chr4	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21734
Rps21:Ccl5	Rps21	Ccl5	ENSMUSG00000039001.13	ENSMUSG00000035042.3	MGI:1913731	MGI:98262	unique_gencode_gene	unique_gencode_gene	chr2	chr11	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21735
Rps21:Cd36	Rps21	Cd36	ENSMUSG00000039001.13	ENSMUSG00000002944.16	MGI:1913731	MGI:107899	unique_gencode_gene	unique_gencode_gene	chr2	chr5	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21736
Rps21:Cd53	Rps21	Cd53	ENSMUSG00000039001.13	ENSMUSG00000040747.10	MGI:1913731	MGI:88341	unique_gencode_gene	unique_gencode_gene	chr2	chr3	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21737
Rps21:Chd9	Rps21	Chd9	ENSMUSG00000039001.13	ENSMUSG00000056608.15	MGI:1913731	MGI:1924001	unique_gencode_gene	unique_gencode_gene	chr2	chr8	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21738
Rps21:Chil3	Rps21	Chil3	ENSMUSG00000039001.13	ENSMUSG00000040809.11	MGI:1913731	MGI:1330860	unique_gencode_gene	unique_gencode_gene	chr2	chr3	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21739
Rps21:Clec4a1	Rps21	Clec4a1	ENSMUSG00000039001.13	ENSMUSG00000049037.9	MGI:1913731	MGI:3036291	unique_gencode_gene	unique_gencode_gene	chr2	chr6	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21740
Rps21:Clec4d	Rps21	Clec4d	ENSMUSG00000039001.13	ENSMUSG00000030144.5	MGI:1913731	MGI:1298389	unique_gencode_gene	unique_gencode_gene	chr2	chr6	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21741
Rps21:Cndp2	Rps21	Cndp2	ENSMUSG00000039001.13	ENSMUSG00000024644.18	MGI:1913731	MGI:1913304	unique_gencode_gene	unique_gencode_gene	chr2	chr18	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21742
Rps21:Ctsb	Rps21	Ctsb	ENSMUSG00000039001.13	ENSMUSG00000021939.9	MGI:1913731	MGI:88561	unique_gencode_gene	unique_gencode_gene	chr2	chr14	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21743
Rps21:Ctsc	Rps21	Ctsc	ENSMUSG00000039001.13	ENSMUSG00000030560.18	MGI:1913731	MGI:109553	unique_gencode_gene	unique_gencode_gene	chr2	chr7	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21744
Rps21:Dnmt1	Rps21	Dnmt1	ENSMUSG00000039001.13	ENSMUSG00000004099.17	MGI:1913731	MGI:94912	unique_gencode_gene	unique_gencode_gene	chr2	chr9	Mus musculus	GRCm39	GENCODE M28	1.0		unavailable_read_to_sample_mapping	1	0	False		False	False	False	Genion	unknown	unknown		supplementary_table_3;supplementary_table_4;gencode_M28	https://www.nature.com/articles/s41586-026-10982-x	0.23911416714313474	exploratory_outside_selected_probe_panel_not_validated	False	False	21745
