junction_id,reference_build,gene_5p,chromosome_5p,strand_5p,boundary_5p,gene_3p,chromosome_3p,strand_3p,boundary_3p,evidence_state,biological_samples,distinct_qualifying_reads,mapping_specific_reads,mapping_specificity_unknown_reads,median_split_single_margin,median_shorter_anchor_nt,caller_agreement,callers,proposal_sources,assessed_distinct_reads,read_state_counts,rank_min,rank_max,display_rank
junction_faa4c37f3ba01f99e8d4cbbfecb60c951e39119dbab641697990c77bdfa955f5,GRCm39/GENCODE_M28,ENSMUSG00000020372.16,chr11,+,48696909,ENSMUSG00000034707.8,chr10,+,121232373,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5401
junction_faa87e67465e9c148a7aa9fc60da256209bf86b5962e24285bdcfe7fd15a07d9,GRCm39/GENCODE_M28,ENSMUSG00000024194.17,chr17,-,27156945,ENSMUSG00000055531.13,chr10,-,117196919,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5402
junction_faaa55f8274aa87827266fb944a8ddceaf0d339cc26dc94a3b7511d5b716ab57,GRCm39/GENCODE_M28,ENSMUSG00000000682.8,chr4,-,133820848,ENSMUSG00000025351.15,chr10,+,128747903,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5403
junction_fab506d16f7d9c959478c07897c1fa2b79e2ec0bc17cb7c3f823de32e0bc2cdd,GRCm39/GENCODE_M28,ENSMUSG00000024661.8,chr19,+,9962457,ENSMUSG00000032562.14,chr9,-,107493738,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5404
junction_fab785fd4dec2db3d3a75a99031f13d630b35ce2fc07c7b51561e28f7498462f,GRCm39/GENCODE_M28,ENSMUSG00000029076.15,chr4,+,156094642,ENSMUSG00000001020.9,chr3,+,90512306,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5405
junction_facb52b6ccbf5e315d586c05b95771d55a2bf5fda8066a279c4e5b77f573fa4a,GRCm39/GENCODE_M28,ENSMUSG00000090553.9,chr1,-,133531616,ENSMUSG00000035569.18,chr8,-,123768979,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5406
junction_fae068c0733b641e3fa502035a960a076e3eb9fbf46d4d2000bdccb7fe2a4fa1,GRCm39/GENCODE_M28,ENSMUSG00000051185.10,chr1,+,95262199,ENSMUSG00000064351.1,chrM,+,5837,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5407
junction_faf6b147ef14163943afa0fd34cfbbe0ff24b47f99787aa46fa0d66817a11a8e,GRCm39/GENCODE_M28,ENSMUSG00000044533.16,chr17,+,24940898,ENSMUSG00000064339.1,chrM,+,1680,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5408
junction_faf8e296ecbbf23bc8d92dd39373b7b7e72726bc49c53c1820d7c0efe7b517ee,GRCm39/GENCODE_M28,ENSMUSG00002076377.1,chr7,-,45107400,ENSMUSG00000029816.11,chr6,+,49027402,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5409
junction_fafe6ee3efbde90807ac47b22b5ebfe793037638e70a359e4bf653dc7d7673f7,GRCm39/GENCODE_M28,ENSMUSG00000110040.2,chr7,-,141929655,ENSMUSG00000050708.17,chr7,-,45107531,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5410
junction_fb07185785fa639ce6c9efa3b4e1f6501d4aed8f8470a88124c242ad58977241,GRCm39/GENCODE_M28,ENSMUSG00000090137.9,chr8,-,70960912,ENSMUSG00000090272.10,chr1,-,173687860,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5411
junction_fb34577909b7fa4de9be4e8697660cde6fdea83fdb39325354fc1afb90a3ec60,GRCm39/GENCODE_M28,ENSMUSG00000003363.16,chr7,-,27231442,ENSMUSG00000107176.2,chr6,-,66852423,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5412
junction_fb3c7b3211c2d612febffcf4fdd98328221dd1a3f7498984dec3a89f83555215,GRCm39/GENCODE_M28,ENSMUSG00000046805.11,chr19,+,12442645,ENSMUSG00000021939.9,chr14,+,63380301,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5413
junction_fb44679e98a47aacc07c57d487e914723ac4e9905535a231b9725971bec2ac5b,GRCm39/GENCODE_M28,ENSMUSG00000021242.10,chr12,-,84801341,ENSMUSG00000018293.5,chr11,-,70545426,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5414
junction_fb582241a2518b90384582ea67e011a81cc1300fb2d2344a825bd1e18fa45965,GRCm39/GENCODE_M28,ENSMUSG00000101111.2,chr1,-,24652270,ENSMUSG00000005804.15,chr2,+,122589242,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5415
junction_fb5d943f90850291e58fff566eebadb6c7103b06095888e4e400b65b63d901db,GRCm39/GENCODE_M28,ENSMUSG00000058446.15,chr6,+,54870472,ENSMUSG00002076377.1,chr7,-,45109252,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5416
junction_fb68845e78a8a5d60822c780bb41e0d0d5e2daa3427348565cf960ce8f240e89,GRCm39/GENCODE_M28,ENSMUSG00000047675.16,chr4,-,117011040,ENSMUSG00000112148.2,chr10,+,51367759,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5417
junction_fb691273b48645bdaed226f90777fc4f7868c18409dce33e838f88ed8de693a8,GRCm39/GENCODE_M28,ENSMUSG00000019832.6,chr10,-,10420751,ENSMUSG00000028745.19,chr4,+,138920310,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5418
junction_fb7713e2218a066c7523eed033528b1a2a7a31111c78546a6d8eb189f91b3ae9,GRCm39/GENCODE_M28,ENSMUSG00000000346.10,chr15,+,100518614,ENSMUSG00000041408.19,chr14,+,34446701,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5419
junction_fb7b833ade7b2764eaaa789d5281feb1b6655a55d051a690c1912e6fd1cc5433,GRCm39/GENCODE_M28,ENSMUSG00000034024.9,chr10,-,116886901,ENSMUSG00000004207.15,chr10,+,60136056,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5420
junction_fb7e2986e5990b9bc00cd3c9e76c07c47069849a809eaf18de11e9e4248e895e,GRCm39/GENCODE_M28,ENSMUSG00002076377.1,chr7,-,45107367,ENSMUSG00000015340.11,chrX,-,9335537,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5421
junction_fb82d71df292f70ab56bad135391e28b0eaeda517db7c283ebc4a442e6421a08,GRCm39/GENCODE_M28,ENSMUSG00000049775.17,chrX,-,165990088,ENSMUSG00000028603.16,chr4,-,107901196,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5422
junction_fb86e69bd52bd0d84355ef4dd70e0c5f05bef8bc13aa13c3b82067168488d8cd,GRCm39/GENCODE_M28,ENSMUSG00000023994.14,chr17,-,48693937,ENSMUSG00000025508.14,chr7,+,141027584,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5423
junction_fb9454aa63c2de4d16ee7a40c90b9ca7b7567ba3e1a9b4db2bb9635e80723087,GRCm39/GENCODE_M28,ENSMUSG00000055067.16,chr1,-,178784820,ENSMUSG00000035385.6,chr11,+,81926420,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5424
junction_fb9932c2593df2f26efe8b9308d54b8b129b70e78479e8a99992c2334c61767d,GRCm39/GENCODE_M28,ENSMUSG00000056383.11,chr7,-,41022392,ENSMUSG00000064358.1,chrM,+,8636,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5425
junction_fb99f56d2cc643400c45e5de6e6cdb274ff68f3d24e842c0fe1d71f137fef2a7,GRCm39/GENCODE_M28,ENSMUSG00000050708.17,chr7,-,45107367,ENSMUSG00000101111.2,chr1,-,24653045,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5426
junction_fb9e851a556788dd8c048c3f1a3d400b3a257c58d8e8a1de5a3f93612f2228dd,GRCm39/GENCODE_M28,ENSMUSG00000024742.16,chr19,-,10176501,ENSMUSG00000007891.17,chr7,-,141930595,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5427
junction_fbe1ca874a41953768758aac8d6730eae190e1c3f1a4aeb9a3f386faaa11f850,GRCm39/GENCODE_M28,ENSMUSG00000021998.17,chr14,+,75468270,ENSMUSG00000069516.9,chr10,-,117118163,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5428
junction_fbf6cec1069375b7aae9fddd351a35c17a4e049467087f32b746cce540614ab3,GRCm39/GENCODE_M28,ENSMUSG00000038642.11,chr3,+,95463712,ENSMUSG00000040952.17,chr7,+,24584064,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5429
junction_fbfe2b68d7d5a5088beb2ed8b682580c7875a23126cefdb80b9477da848b41e9,GRCm39/GENCODE_M28,ENSMUSG00000054932.7,chr5,+,90654396,ENSMUSG00000070354.14,chr11,-,79421394,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5430
junction_fc01930bb68a2d6d7fda1c6b60cf145b4f67f125c19bcf42e61508bb84dc851a,GRCm39/GENCODE_M28,ENSMUSG00000050708.17,chr7,-,45107367,ENSMUSG00000037902.19,chr2,+,129473766,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5431
junction_fc0ad129559a6baf7f82ff76b02bae95632910c0f6727e2d01601d10353dff97,GRCm39/GENCODE_M28,ENSMUSG00000038375.16,chr2,+,155231765,ENSMUSG00000027642.16,chr2,+,157131468,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5432
junction_fc19d29b6debd657790330cd7c668c48263ff2aaea23e13432a22ad0bb6964c1,GRCm39/GENCODE_M28,ENSMUSG00000113902.2,chr12,-,101934357,ENSMUSG00000084383.2,chr2,+,24875977,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5433
junction_fc3d0cd4fd4afd2825e6be621e9e733d6eb84c46cacb442fbac469002001f770,GRCm39/GENCODE_M28,ENSMUSG00000041028.17,chr14,-,36842773,ENSMUSG00000030144.5,chr6,+,123251697,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5434
junction_fc3f1f5df98bd6af744ee57b45dc4f81d8dbe2a51e601b7b2b5efb23507548c5,GRCm39/GENCODE_M28,ENSMUSG00000040747.10,chr3,-,106667256,ENSMUSG00000062382.10,chr13,+,74554815,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5435
junction_fc510bd131b5707a6130d6ac3d9005eefead5ebbf91936da3cede7bc3d1d7ee1,GRCm39/GENCODE_M28,ENSMUSG00000021794.17,chr14,+,34066210,ENSMUSG00000027642.16,chr2,+,157139432,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5436
junction_fc516beaa5c5947822c6ffaac41a467eb710baece669d221f9d6e3690694d1fe,GRCm39/GENCODE_M28,ENSMUSG00000046805.11,chr19,+,12442554,ENSMUSG00000037204.8,chr15,+,101188155,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5437
junction_fc5e333ec149aa969551e6a4f0fd03dd0575c3cafbb505bf973728117798ba0e,GRCm39/GENCODE_M28,ENSMUSG00000024661.8,chr19,+,9962415,ENSMUSG00000020372.16,chr11,+,48692487,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5438
junction_fc628fc9bd06770fbf6f1b03a196b428ec66553b7777ce02fb740bd817db846e,GRCm39/GENCODE_M28,ENSMUSG00000108414.2,chr19,+,8703798,ENSMUSG00000025473.17,chr7,-,139563282,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5439
junction_fc6633c923932646def6498bdaf80aaf584a255b435468cec8f714535997b9ce,GRCm39/GENCODE_M28,ENSMUSG00000031388.15,chrX,-,72960483,ENSMUSG00000110040.2,chr7,-,141937251,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5440
junction_fc69aa4d42a023a0722269d42fc418472a6ad47da168a9fcb626d39da1f2b999,GRCm39/GENCODE_M28,ENSMUSG00000024661.8,chr19,+,9962458,ENSMUSG00000028692.15,chr4,-,116508811,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5441
junction_fc7c93f7f3a1dee10bf6e4337a095b6d6ff1892b7da3a92c89e210f3a465c0d0,GRCm39/GENCODE_M28,ENSMUSG00000050708.17,chr7,-,45107398,ENSMUSG00000029050.16,chr4,-,155241157,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5442
junction_fc8c782b042fe89c02bad2b310fac9411d1b110e00a56f32fd85472e8797d3e3,GRCm39/GENCODE_M28,ENSMUSG00000090165.9,chr1,+,88146726,ENSMUSG00000015733.14,chr6,+,17665554,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5443
junction_fc9ef88b6cda59cf3c84956fa5afbe2560765200bc44bac598a8be3ad7e35ec5,GRCm39/GENCODE_M28,ENSMUSG00000001025.9,chr3,+,90521722,ENSMUSG00000020053.19,chr10,+,87695077,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5444
junction_fcb0d3da82ce1cdf306cd31a800cc15a0337180bac857c9be2cffe216dca6c1f,GRCm39/GENCODE_M28,ENSMUSG00000056888.12,chr10,-,111821358,ENSMUSG00000014226.11,chr1,-,160030666,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5445
junction_fcccde2687a0a923122996c29cb2638417260a9249df14204c6c3451e47587ec,GRCm39/GENCODE_M28,ENSMUSG00000066037.15,chr4,+,136067988,ENSMUSG00000024892.18,chr19,+,4671164,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5446
junction_fcd0202012046228d732040c75c5a16d4e0ecea512e6e5a7e33f1505cf685977,GRCm39/GENCODE_M28,ENSMUSG00000035778.18,chr2,-,35290201,ENSMUSG00000001105.16,chr11,+,78432186,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5447
junction_fcda7c4943e440f23cd8bf75f240d4e26d5283f125e5bacf98ba62e299333e19,GRCm39/GENCODE_M28,ENSMUSG00000054545.18,chr1,+,88067054,ENSMUSG00000089960.2,chr1,+,88142758,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],5,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 4}",117,5509,5448
junction_fcf583db8975fc414c197e27862b12fa2cc37346ccaa82cea1f971f1bf51dabb,GRCm39/GENCODE_M28,ENSMUSG00000031231.5,chrX,+,105065564,ENSMUSG00000052419.8,chr6,-,13870489,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5449
junction_fcffbb2d56bccce2c7c1c8d3967630f301fb2ee8aed3b2ef81f27aa343ff0a27,GRCm39/GENCODE_M28,ENSMUSG00002076377.1,chr7,-,45107380,ENSMUSG00000036905.9,chr4,-,136608042,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5450
junction_fd035499e21690ac859f23a153b9b3bc17d9900d62bc8fbdd6ab819bb63c7a05,GRCm39/GENCODE_M28,ENSMUSG00000068523.13,chr3,+,146211300,ENSMUSG00000078812.11,chr11,-,69807747,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5451
junction_fd144ddccc0a5cabd58af3a3b1ca296dc5eccebcb5f4f0d719d99454802e305b,GRCm39/GENCODE_M28,ENSMUSG00000076033.3,chr13,+,74555438,ENSMUSG00000064358.1,chrM,+,9182,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5452
junction_fd1d01d49763f856c19e166ba11f16c46cb47fc4c62f25cc53d135077fa809b9,GRCm39/GENCODE_M28,ENSMUSG00000036752.5,chr2,-,25112183,ENSMUSG00000068566.14,chr7,+,3346203,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5453
junction_fd1d5ea1fd3f7847e940c9f22d6105d0546aa694842d857be8ba4511f48caffc,GRCm39/GENCODE_M28,ENSMUSG00000064354.1,chrM,+,7699,ENSMUSG00000024661.8,chr19,+,9960082,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5454
junction_fd224f94c07ff0ffaea6d001df45bde51098eff19fc759dfc7020dfd37736c37,GRCm39/GENCODE_M28,ENSMUSG00000024661.8,chr19,+,9962457,ENSMUSG00000073411.13,chr17,+,35485948,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5455
junction_fd2ca6a10dc5aa752a43a838721fdd6839e3ad948651ec1940f05d7edfb6e08b,GRCm39/GENCODE_M28,ENSMUSG00000024661.8,chr19,+,9962457,ENSMUSG00000050912.16,chr9,+,7793393,ambiguous_single_vs_split,0,0,0,0,,,0,[],[],1,"{""supported_two_gene_junction"": 0, ""ambiguous_single_vs_split"": 1, ""insufficient_anchor"": 0, ""artifact_suspected"": 0, ""unmapped/unresolved"": 0, ""single_transcript_explained"": 0}",117,5509,5456
