pair_id	chrom1	breakpoint1	strand1	chrom2	breakpoint2	strand2	read_ids	long_read_support	source_rows	assembly	sample_ids	sample_count	source_id	coordinate_basis	sequence
Tyrobp:Alg5	chr7	30117007	+	chr3	54648799	+	35090f06-8962-46cb-a584-8884e7a68303	1	13401	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Anapc11	chr7	30115100	+	chr11	120496106	+	eeb80385-c4cc-473b-ba17-299f90acb20e	1	2132	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Anxa1	chr7	30117007	+	chr19	20357069	-	b4bb35f9-1db5-45ed-9fc3-e4fe121b95f7	1	5974	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Ap2s1	chr7	30115100	+	chr7	16481185	+	c8ae3008-ae3f-49fa-a94d-31588e60a30e	1	521	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Arhgap17	chr7	30117007	+	chr7	122913718	-	a2657851-03ef-40f1-ac92-27542d68a666	1	7515	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Atp5b	chr7	30117007	+	chr10	127925887	+	136a16f9-2de2-4b9d-a3db-7d0e8b4116f1	1	23758	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Atp5g2	chr7	30117007	+	chr15	102576214	-	a1cfc32d-92b0-4757-9e13-033db3a96bc5	1	7536	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Atp5j2	chr7	30117007	+	chr5	145121458	-	2af03102-58b4-4727-95ae-8a3049ad5ebc	1	13403	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Atp6v0c-ps2	chr7	30117007	+	chr6	37783020	+	2b1f4db6-bd17-476a-98f8-6990e7f284aa	1	7543	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:B2m	chr7	30117007	+	chr2	121978166	+	896805a4-7635-48d2-99fe-993cb2f2634a;f9f37ced-c923-487e-9f97-fb11db0d1f42	2	29410;34699	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Bcat2	chr7	30117007	+	chr7	45237877	+	bb4ab587-11fc-4239-b6c3-72f4ce85237c	1	29403	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Bex1	chr7	30117007	+	chrX	135115729	-	9947f40a-192e-4df2-bc1d-c9fb29c37dca	1	13405	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:C1qb	chr7	30117007	+	chr4	136609639	-	75430984-c412-455f-9ab3-33e3b018505a	1	20367	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:C1qb	chr7	30117007	+	chr4	136613498	-	4c3de063-175c-4ff7-add6-07a5d00c07ec	1	7520	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Capg	chr7	30117007	+	chr6	72532255	+	f07ff460-565d-45e6-8e10-b94351e4fab6	1	29409	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Capg	chr7	30117007	+	chr6	72535147	+	8ad34ba8-5118-4061-a3a0-20ba3d1cc965	1	31704	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Capns1	chr7	30117007	+	chr7	29886958	-	51693750-4e8f-4439-9649-779267c06ce6	1	15438	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Ccl5	chr7	30117007	+	chr11	83421344	-	160232cb-75af-4d66-8617-5ae626437d4f;c7ddd424-6f9b-4097-a8ad-3b7764dd53c6	2	20366;26075	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Cd36	chr7	30117007	+	chr5	18040715	-	54f0e320-c1f9-4580-9658-d8d30ebcf35f	1	3329	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Cd63	chr7	30117007	+	chr10	128746263	+	b547188f-00e6-465e-8a15-a892410b9a04	1	6432	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Cop1	chr7	30117007	+	chr1	159105658	+	d3d603de-ea93-4fa9-a9d3-6074e4099e0b	1	29406	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Cox6b1	chr7	30115100	+	chr7	30316587	-	128b2b23-11db-48ef-a63a-f6f5058af2d8	1	2515	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Creb3	chr7	30117007	+	chr4	43563049	+	7dc6a0c9-e87f-4b99-ad48-4d198d9d7b66	1	6990	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Ctsd	chr7	30117007	+	chr7	141930907	-	64b0f19a-2563-44fc-884f-2a77545dff3b	1	30863	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Ctsh	chr7	30117007	+	chr9	89950457	+	804e2022-a73b-4870-93ef-8469a74c212a	1	20362	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Cxcl10	chr7	30117007	+	chr5	92496741	-	7682ceda-961d-42f5-879d-34bd4bd98b35	1	20364	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Dnajc8	chr7	30117007	+	chr4	132269092	+	4af87276-a965-41e2-b6e7-ee33cce6b3e1	1	7532	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Eef1a1	chr7	30117007	+	chr9	78386474	-	4e7406a0-cd93-4e80-97ea-336b550bbcec	1	7522	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Eef1a1	chr7	30117007	+	chr9	78387970	-	aed7ab34-bf6f-49fe-a5bb-32ba93297543	1	13402	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Efhd2	chr7	30117007	+	chr4	141602231	-	4716604a-8bec-4d56-b5e0-cefecb4b6790	1	7524	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Elob	chr7	30117007	+	chr17	24048110	-	30b80e48-39b8-4e54-8b19-21528ce1c69e	1	7533	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Emb	chr7	30117007	+	chr13	117400930	+	f3cb4776-d2f0-4aa8-a577-21d2d2a157ce	1	28377	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Ethe1	chr7	30117007	+	chr7	24307776	+	5eeb14c1-b11e-4d97-8d45-e3862e87bfdc	1	7538	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Fpr1	chr7	30117007	+	chr17	18104202	-	96780525-29d3-4563-b913-a805f0d0d6eb	1	26076	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Fth1	chr7	30117007	+	chr19	9962144	+	3eeb6d08-60e9-4378-9e71-b77e2d46a7ee	1	6037	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gm10076	chr7	30117007	+	chr14	105919261	+	164b9bbe-74f1-487d-9386-5e0757f9758d	1	31705	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gm10288	chr7	30117007	+	chr3	146545102	-	0f199883-0015-48b3-b81d-e78bce946f69	1	13411	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gm10335	chr7	30117007	+	chr10	14398821	+	e6de2fe0-7c87-4e37-8f6a-3b5def828429	1	32826	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gm10925	chr7	30117007	+	chr1	24653732	-	1385fab5-3a80-44b6-a582-ae99fceb2d99;8bc79abe-e788-4d42-b397-010488ee5588	2	31707;32828	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gm11518	chr7	30117007	+	chr11	93928454	-	e09ea627-e4e9-4307-9303-401c8cff27e3	1	7544	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gm12918	chr7	30117007	+	chr4	10848419	+	e1d780da-5837-4f83-a78e-72157fe3b0a9	1	13410	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gm15421	chr7	30117007	+	chr5	22733717	-	eaac2677-108f-44a4-b91b-5f32ca48ef8c	1	7545	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gm2000	chr7	30117007	+	chr1	156193609	+	4c7e61b3-e45f-42eb-9de9-118cf2c0d694	1	7540	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gm28437	chr7	30117007	+	chr1	24653052	-	f51f8d11-0fa2-43e6-90db-44a836deb783	1	29414	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gm3511	chr7	30117007	+	chr5	113905183	+	e24e02ae-a6aa-4a83-9b9d-39d1bf92197e	1	29415	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gm47467	chr7	30117007	+	chr13	74670580	-	f636a5d9-b772-4bdf-81bd-64fc365caa97	1	36342	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gm7336	chr7	30117007	+	chr7	51396394	+	807ef38e-3f6d-4ec9-9f10-96b938470ac4	1	7541	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gnas	chr7	30117007	+	chr2	174187441	+	e79d4e95-e711-4f92-afc9-5e52d2615bbd	1	6848	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gpnmb	chr7	30117007	+	chr6	49013548	+	0db69000-60da-4b30-9d44-588950fd8b63	1	26041	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gpnmb	chr7	30117007	+	chr6	49024227	+	6a680046-08c3-4883-9aef-b8c298e0110e	1	31657	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Gpnmb	chr7	30117007	+	chr6	49032554	+	7c2b5e29-ab2b-4399-958f-966cce942bd4	1	7397	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Grn	chr7	30117007	+	chr11	102327160	+	568afccc-5ae3-4ce7-8980-8caae36847f2	1	7519	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:H2-T22	chr7	30117007	+	chr17	36353597	-	1a005b03-b948-4d7d-a339-fe3f926d562d	1	26077	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Ifi204	chr7	30115100	+	chr1	173576949	-	fc9a52fb-fedf-420b-881c-c005aee48ee8	1	1292	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Itgb2	chr7	30117007	+	chr10	77401011	+	7bbd4579-83a6-4536-8582-439665f01bf6	1	9932	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Kat5	chr7	30117007	+	chr19	5653743	-	6d182a06-e120-4ba6-a2e1-1498072080df	1	19018	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Kdm5c	chr7	30117007	+	chrX	151055070	+	1cd49cf5-63aa-4534-b2a9-e326c3b9f801	1	6422	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Lgals3	chr7	30117007	+	chr14	47616979	+	0bb492c4-aaa6-4aee-81f7-730fda21b27f	1	7531	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Lrp10	chr7	30117007	+	chr14	54704916	+	f2ba0955-7d4a-4beb-a3bb-5233f9f65888	1	17727	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Naca	chr7	30117007	+	chr10	127872357	+	5ce2973d-1e41-431d-a52a-65e6b78951ff	1	20375	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Nadk2	chr7	30117007	+	chr15	9100194	+	6a4c09f7-5df6-4e89-9d46-cb1a11198f14	1	36050	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Nme1	chr7	30117007	+	chr11	93856763	-	04e5b818-cf9d-4185-a9cd-788cdf1237e8	1	7521	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Npy	chr7	30117007	+	chr6	49799689	+	2a7b7309-c5c6-4f0a-9875-c612a398e35a	1	31670	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Olfm1	chr7	30117007	+	chr2	28098089	+	8fc3e19b-c0cf-4990-8b1e-41f80d841f1f	1	29085	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Pfn1	chr7	30117007	+	chr11	70545470	-	2cf8e6fc-41f3-42f8-840f-50048333fdf2	1	16945	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Pgd	chr7	30117007	+	chr4	149242552	-	e1c6e845-1dd5-4500-954d-f3287d49854e	1	29274	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Pgrmc1	chr7	30117007	+	chrX	35861858	+	59fa1e5f-3241-4e3b-816d-75712b832a70	1	10683	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Phb2	chr7	30117007	+	chr6	124691792	+	457839c9-41ba-47fa-885a-06191741425f	1	3631	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Phf8	chr7	30117007	+	chrX	150414334	+	69dc76fe-808c-474a-9118-f031005267e9	1	13404	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Pi4ka	chr7	30117007	+	chr16	17098664	-	d95a234b-90c0-4137-b5a4-9b5cbd578460	1	31703	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Plin3	chr7	30117007	+	chr17	56597511	-	81286fc7-2764-4c90-8850-23181a1bd8bc	1	12133	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Ppp4c	chr7	30117007	+	chr7	126391512	-	0a0a3de2-65ed-4699-bcb9-d16cd8b01cb4	1	7514	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Prdx1	chr7	30117007	+	chr4	116550913	+	d70652e0-c62e-4845-8928-cfa7144e8322	1	7043	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Psmc3	chr7	30117007	+	chr2	90887002	+	803a2be8-28cd-4749-aaab-695da9be3d77	1	33211	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Psmd8	chr7	30117007	+	chr7	28878446	-	c9af8118-91a5-4aab-b88d-72e2dd3d52c2	1	13398	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Psme1	chr7	30117007	+	chr14	55818757	+	45215b61-5a60-4542-9add-78dc3bdaa8cb	1	5547	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Rab5if	chr7	30117007	+	chr2	156705047	+	127bd5d0-b756-47d1-a0a1-0d61d9110099	1	34443	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Rbm8a	chr7	30117007	+	chr3	96537255	+	6df2d5b6-da90-42ac-a2a2-c3d30f4696f0	1	31701	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Rce1	chr7	30117007	+	chr19	4675323	-	19a97a24-bc00-441f-9cd6-728003dd550d	1	31398	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Rpl22	chr7	30117007	+	chr4	152410323	+	fe3a787e-6cba-4ff0-a4ea-133dd0759b3b	1	13168	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Rpl23a-ps3	chr7	30117007	+	chr14	33892611	+	498386ab-65a8-4e3c-b174-bca1e27c3a97;57abcff8-79f6-4485-8d9a-d993a5158810	2	7539;13413	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Rpl36	chr7	30117007	+	chr17	56920415	+	3af43b24-14d9-4191-9132-d4bd340ada66	1	7534	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Rpl36a	chr7	30117007	+	chrX	133486438	+	2921b645-555e-4dc5-b311-fbef149fbec1	1	7542	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Rpl8	chr7	30117007	+	chr15	76788502	+	a952a3b0-c46c-4668-ad4c-d94a1103cb47	1	35763	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Rplp1	chr7	30117007	+	chr9	61820803	-	66393ee3-4cd0-4ac8-b053-e0c86de702cf	1	30894	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Rplp1	chr7	30117007	+	chr9	61821824	-	8bcf115e-a6b3-4072-9bdc-b471ffdcb09d;94a73aac-4f42-46cb-965b-d508ca3bf9ae;bc4219f7-dee7-4c9f-a6b0-208da5a024d4	3	4225;10922;32437	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Rps14	chr7	30117007	+	chr18	60909472	+	818ce960-54f1-4c74-ad9b-4ed7b9931a9e	1	5900	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Rps27l	chr7	30117007	+	chr9	66853367	+	ded3a722-f57c-4809-b9c9-16cef9f2db1e	1	34695	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Rpsa-ps10	chr7	30117007	+	chr3	149779179	-	5e3d4ac4-66f2-47de-a98c-ee4bd07186ce;8547f721-1258-4fa6-a1dd-dfa415d18776	2	7526;7527	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:S100a11	chr7	30117007	+	chr3	93427794	+	1c4b3e06-e491-418b-be7c-7f78f9d897df	1	31526	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:S100a6	chr7	30117007	+	chr3	90521049	+	5527f940-19cf-41cb-a15d-53c62c603dd5	1	32320	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Sdhc	chr7	30117007	+	chr1	170978172	-	e85f6eb9-6630-4b46-b828-b0821243a83e	1	36341	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Serf2	chr7	30117007	+	chr2	121280455	+	a7488b4c-7302-41fd-93bc-902a2c992d3e	1	13412	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Slamf7	chr7	30117007	+	chr1	171476567	-	260b0985-ab0a-4eb7-9b40-f36a96361ba6	1	20368	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Slc25a5	chr7	30117007	+	chrX	36059303	+	b05c1b8e-d1d0-4ae4-9ee4-22d5ef9bce4c	1	11242	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Sod1	chr7	30117007	+	chr16	90017641	+	131c27af-a22e-436d-9c70-c1f17bed8934	1	31231	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Sod1	chr7	30117007	+	chr16	90023037	+	13342050-aae6-4a6a-9de4-5a5c82be8958	1	28519	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Spg21	chr7	30117007	+	chr9	65368228	+	96f6ada7-2c3e-4dff-b4b2-03acc7df8d55	1	7517	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Spp1	chr7	30117007	+	chr5	104582983	+	52d374f4-67f5-404f-9d7c-b8619e650b38	1	13202	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Tcirg1	chr7	30117007	+	chr19	3947169	-	7c67d8e3-b884-46d5-be14-7511f9af31a8	1	15426	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Tmsb4x	chr7	30117007	+	chrX	165990531	-	73a51b71-2248-438b-a89f-afa523450645	1	34697	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Vps41	chr7	30117007	+	chr13	18907357	+	04cdf2c3-1f65-42d6-8095-db3d407771f6	1	7525	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tyrobp:Znhit1	chr7	30117007	+	chr5	137013903	-	77bdf468-5768-47b8-8fcc-b49bdfc12a32	1	20371	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Tysnd1:Myl6	chr10	61538552	+	chr10	128329435	-	3222c1d5-c21f-4b61-8e0b-6fc1c71a8806	1	5083	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
U2af1:Capg	chr17	31866054	-	chr6	72534693	+	ab0459a0-3be5-47b9-9e01-8c37a4d73fe5	1	36637	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
U2af1l4:Igflr1	chr7	30264790	+	chr7	30264851	+	1b5716bd-0024-42c8-bf15-a045a8c91bdd	1	13938	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
U2af2:Epn1	chr7	5065335	+	chr7	5100152	+	bb9125f6-7e05-425c-aab8-8f7b9adbf4c7	1	36340	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
U2af2:Rps13-ps2	chr7	5082932	+	chr7	88180106	-	50e5f6a5-78c6-4e4e-85ed-d637aa37709e	1	20352	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uap1l1:Psd4	chr2	25253255	-	chr2	24293211	+	01cfb29d-29a5-493e-9d57-53c1037acb0b	1	2472	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba2:C1qb	chr7	33840112	-	chr4	136613498	-	ea0b7950-19dc-4cbb-9f81-208cb6a77ab5	1	29793	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba2:Med7	chr7	33840112	-	chr11	46330632	+	cce20497-19f2-4ab7-8ca0-85bd47bc1575	1	32535	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba2:Rps5	chr7	33853908	-	chr7	12659318	+	f5b7fa9a-491c-4abf-8eb5-53d6e1fbd2d6	1	1242	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:A530040E14Rik	chr8	70960912	-	chr1	85089529	+	0406aa74-e5c3-4b2f-b884-24271790a23c	1	22914	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Atp6v0d1	chr8	70960912	-	chr8	106292679	-	98d6fd78-da42-4c68-8eab-9272a2837c55	1	32462	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:B2m	chr8	70960912	-	chr2	121983131	+	36380084-6b35-47ac-b105-61c501d6a74e	1	35473	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:B4galt3	chr8	70960912	-	chr1	171101522	+	21b1d3a5-5503-4b81-9cd1-068d62801332	1	22345	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Babam1	chr8	70960912	-	chr8	71849504	+	5d1a9cb9-274e-47e4-9f27-ff86016a6d10	1	20587	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:C1qb	chr8	70960912	-	chr4	136608180	-	94a316fd-2329-4e8a-8e1e-82f5328db96e	1	31873	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Ccl5	chr8	70960912	-	chr11	83420093	-	3e03046d-bac7-40de-98bd-4e1b23e25adf	1	21190	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Ccl5	chr8	70960912	-	chr11	83421344	-	3dfb4de8-c2cc-43b6-ace4-2e949dbe6f8b	1	34970	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Ccl5	chr8	70960915	-	chr11	83421344	-	c244183a-895e-448d-90c2-e906e26feb09	1	21189	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Cd63	chr8	70960912	-	chr10	128746263	+	2c485c4c-ae74-42ad-ad35-be4691014384	1	6464	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Cers2	chr8	70960912	-	chr3	95229437	+	72b89c97-50bb-4c5a-90c6-0e149847de4f	1	4626	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Ctsb	chr8	70960912	-	chr14	63375799	+	33d792ea-5c5f-4c6f-9b74-0026497c9109	1	28409	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Ctsd	chr8	70960912	-	chr7	141930907	-	4fd5ca52-a1eb-481d-8b4b-389cb172597d	1	10885	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Ensa	chr8	70960912	-	chr3	95532321	+	4c25fa6e-9c05-43bf-9f2e-bca6c00da8b0	1	14097	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Fth1	chr8	70960912	-	chr19	9961544	+	c8c7c4f2-2e38-4ada-9cd8-cb1a8f99a816	1	34190	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Fth1	chr8	70960912	-	chr19	9962144	+	98287b06-3a42-430a-9f2c-053f29e26c2c	1	12434	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Gabarap	chr8	70960912	-	chr11	69885284	+	68643446-fac5-4f31-87b0-3d96a53ca6c1	1	4874	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Gfm2	chr8	70960912	-	chr13	97278434	+	e3786d20-5121-4194-b64b-3c9907f7f488	1	17570	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Gm14303	chr8	70960912	-	chr2	172351611	-	6e7f5e66-140a-453a-94b8-d75baba4e064	1	9782	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Gm20716	chr8	70960912	-	chr2	168059696	-	438694b1-214c-4955-9396-b853a5c87c3e	1	23102	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Gm28437	chr8	70960912	-	chr1	24653052	-	af1f4d6d-46d4-4322-b1d5-e1cca8a3baa8	1	35654	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Gm28661	chr8	70960915	-	chr1	24654646	-	e6013912-3f52-498a-8d86-c72908c010ab	1	33095	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Hcls1	chr8	70960912	-	chr16	36755344	+	8ca4f262-7adc-4616-8b0b-afe501691c1d	1	17889	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Lgals1	chr8	70960912	-	chr15	78810924	+	d6fc7668-f30c-4078-8718-8c8fcd0e01b5	1	30481	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Nt5c	chr8	70960912	-	chr11	115382024	-	429a418a-b7c1-4bf0-be4a-7bcc8c170ea8	1	5236	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Pepd	chr8	70960912	-	chr7	34620753	+	1ea14cab-f25e-4b7b-8b1d-4e7b7fa71356	1	33055	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Pid1	chr8	70960912	-	chr1	84137099	-	9ec448eb-5344-4bad-bdcb-c4338bb6dd89	1	14342	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Psap	chr8	70960915	-	chr10	60136316	+	a03ec88e-ff13-41c0-8b3a-91208bc1524e	1	3618	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Rbis	chr8	70960912	-	chr3	14674717	-	b7942974-36c3-4530-8a7c-edebb626e039	1	15097	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Rpl28	chr8	70960915	-	chr7	4796319	+	5c5e9d90-ebe6-41c8-a40f-fc17107bebab	1	29397	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Rpl32	chr8	70960912	-	chr6	115785708	-	57eddc3c-e86b-4108-aff7-980fcd77aaf2	1	14707	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Rpl34-ps1	chr8	70960912	-	chr6	71101593	+	98912ca6-01ef-4b48-897e-ae6e685c0d47	1	15029	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Rpl39-ps	chr8	70960915	-	chr15	102543472	+	5a0dacb1-1c34-4d54-9675-50b0bc8d8019	1	8205	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
Uba52:Rpl8	chr8	70960912	-	chr15	76788277	+	6d7b13ad-2221-4a26-b0b4-e3332054937b	1	10325	GRCm39			supplementary_table_3	published coordinates preserved; see audit	
