probe_id	pair_id	side	transcript_id	gene_id	chrom	breakpoint	strand	reference
Pcbp2:F630028O10Rik	Pcbp2:F630028O10Rik	a	ENSMUST00000229432.2	ENSMUSG00000056851.15	chr15	102396712	+	GENCODE M28 / GRCm39
Pcbp2:F630028O10Rik	Pcbp2:F630028O10Rik	a	ENSMUST00000229061.2	ENSMUSG00000056851.15	chr15	102396712	+	GENCODE M28 / GRCm39
Pcbp2:F630028O10Rik	Pcbp2:F630028O10Rik	a	ENSMUST00000229822.2	ENSMUSG00000056851.15	chr15	102396712	+	GENCODE M28 / GRCm39
Pcbp2:F630028O10Rik	Pcbp2:F630028O10Rik	a	ENSMUST00000230282.2	ENSMUSG00000056851.15	chr15	102396712	+	GENCODE M28 / GRCm39
Pcbp2:F630028O10Rik	Pcbp2:F630028O10Rik	a	ENSMUST00000230997.2	ENSMUSG00000056851.15	chr15	102396712	+	GENCODE M28 / GRCm39
Pcbp2:F630028O10Rik	Pcbp2:F630028O10Rik	b	ENSMUST00000133125.3	ENSMUSG00000078122.5	chrX	95284019	+	GENCODE M28 / GRCm39
Pcbp2:F630028O10Rik	Pcbp2:F630028O10Rik	b	ENSMUST00000147681.2	ENSMUSG00000078122.5	chrX	95284019	+	GENCODE M28 / GRCm39
Pcmt1:Gcn1	Pcmt1:Gcn1	a	ENSMUST00000161123.8	ENSMUSG00000019795.18	chr10	7515809	-	GENCODE M28 / GRCm39
Pcmt1:Gcn1	Pcmt1:Gcn1	a	ENSMUST00000162606.8	ENSMUSG00000019795.18	chr10	7515809	-	GENCODE M28 / GRCm39
Pcmt1:Gcn1	Pcmt1:Gcn1	a	ENSMUST00000159917.8	ENSMUSG00000019795.18	chr10	7515809	-	GENCODE M28 / GRCm39
Pcmt1:Gcn1	Pcmt1:Gcn1	a	ENSMUST00000161428.8	ENSMUSG00000019795.18	chr10	7515809	-	GENCODE M28 / GRCm39
Pcmt1:Gcn1	Pcmt1:Gcn1	a	ENSMUST00000163085.8	ENSMUSG00000019795.18	chr10	7515809	-	GENCODE M28 / GRCm39
Pcmt1:Gcn1	Pcmt1:Gcn1	a	ENSMUST00000160250.2	ENSMUSG00000019795.18	chr10	7515809	-	GENCODE M28 / GRCm39
Pcmt1:Gcn1	Pcmt1:Gcn1	b	ENSMUST00000064454.12	ENSMUSG00000041638.19	chr5	115750647	+	GENCODE M28 / GRCm39
Pcmt1:Gcn1	Pcmt1:Gcn1	b	ENSMUST00000094427.7	ENSMUSG00000041638.19	chr5	115750647	+	GENCODE M28 / GRCm39
Pcmt1:Gcn1	Pcmt1:Gcn1	b	ENSMUST00000139933.2	ENSMUSG00000041638.19	chr5	115750647	+	GENCODE M28 / GRCm39
Pdhx:Nsun2	Pdhx:Nsun2	a	ENSMUST00000011058.9	ENSMUSG00000010914.11	chr2	102888842	-	GENCODE M28 / GRCm39
Pdhx:Nsun2	Pdhx:Nsun2	a	ENSMUST00000111183.2	ENSMUSG00000010914.11	chr2	102888842	-	GENCODE M28 / GRCm39
Pdhx:Nsun2	Pdhx:Nsun2	b	ENSMUST00000109699.11	ENSMUSG00000021595.19	chr13	69767565	+	GENCODE M28 / GRCm39
Pdhx:Nsun2	Pdhx:Nsun2	b	ENSMUST00000176485.8	ENSMUSG00000021595.19	chr13	69767565	+	GENCODE M28 / GRCm39
Pdhx:Nsun2	Pdhx:Nsun2	b	ENSMUST00000022087.7	ENSMUSG00000021595.19	chr13	69767565	+	GENCODE M28 / GRCm39
Pdhx:Nsun2	Pdhx:Nsun2	b	ENSMUST00000127854.2	ENSMUSG00000021595.19	chr13	69767565	+	GENCODE M28 / GRCm39
Pdia3:Ubac1	Pdia3:Ubac1	a	ENSMUST00000028683.14	ENSMUSG00000027248.14	chr2	121257183	+	GENCODE M28 / GRCm39
Pdia3:Ubac1	Pdia3:Ubac1	a	ENSMUST00000130450.2	ENSMUSG00000027248.14	chr2	121257183	+	GENCODE M28 / GRCm39
Pdia3:Ubac1	Pdia3:Ubac1	b	ENSMUST00000123275.8	ENSMUSG00000036352.17	chr2	25889079	-	GENCODE M28 / GRCm39
Pdia3:Ubac1	Pdia3:Ubac1	b	ENSMUST00000036509.14	ENSMUSG00000036352.17	chr2	25889079	-	GENCODE M28 / GRCm39
Pdia3:Ubac1	Pdia3:Ubac1	b	ENSMUST00000154336.2	ENSMUSG00000036352.17	chr2	25889079	-	GENCODE M28 / GRCm39
Pdxk:Lyz2	Pdxk:Lyz2	a	ENSMUST00000041616.15	ENSMUSG00000032788.16	chr10	78286117	-	GENCODE M28 / GRCm39
Pdxk:Lyz2	Pdxk:Lyz2	b	ENSMUST00000092163.9	ENSMUSG00000069516.9	chr10	117116710	-	GENCODE M28 / GRCm39
Pfkfb4:Anxa2	Pfkfb4:Anxa2	a	ENSMUST00000198140.5	ENSMUSG00000025648.19	chr9	108821180	+	GENCODE M28 / GRCm39
Pfkfb4:Anxa2	Pfkfb4:Anxa2	a	ENSMUST00000051873.15	ENSMUSG00000025648.19	chr9	108821180	+	GENCODE M28 / GRCm39
Pfkfb4:Anxa2	Pfkfb4:Anxa2	a	ENSMUST00000198277.5	ENSMUSG00000025648.19	chr9	108821180	+	GENCODE M28 / GRCm39
Pfkfb4:Anxa2	Pfkfb4:Anxa2	a	ENSMUST00000199620.2	ENSMUSG00000025648.19	chr9	108821180	+	GENCODE M28 / GRCm39
Pfkfb4:Anxa2	Pfkfb4:Anxa2	a	ENSMUST00000196249.5	ENSMUSG00000025648.19	chr9	108821180	+	GENCODE M28 / GRCm39
Pfkfb4:Anxa2	Pfkfb4:Anxa2	a	ENSMUST00000199591.5	ENSMUSG00000025648.19	chr9	108821180	+	GENCODE M28 / GRCm39
Pfkfb4:Anxa2	Pfkfb4:Anxa2	a	ENSMUST00000199184.5	ENSMUSG00000025648.19	chr9	108821180	+	GENCODE M28 / GRCm39
Pfkfb4:Anxa2	Pfkfb4:Anxa2	b	ENSMUST00000034756.15	ENSMUSG00000032231.15	chr9	69371742	+	GENCODE M28 / GRCm39
Pfkfb4:Anxa2	Pfkfb4:Anxa2	b	ENSMUST00000123470.8	ENSMUSG00000032231.15	chr9	69371742	+	GENCODE M28 / GRCm39
Pfkfb4:Anxa2	Pfkfb4:Anxa2	b	ENSMUST00000134907.8	ENSMUSG00000032231.15	chr9	69371742	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000120879.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000146996.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000127804.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000143541.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000153020.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000156529.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000138479.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000129340.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000126914.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000033292.14	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000124619.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000143759.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000145352.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000119816.9	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000138753.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000142873.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	a	ENSMUST00000140058.8	ENSMUSG00000030990.19	chr7	101875652	+	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	b	ENSMUST00000106923.2	ENSMUSG00000073982.12	chr7	101889519	-	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	b	ENSMUST00000098230.11	ENSMUSG00000073982.12	chr7	101889519	-	GENCODE M28 / GRCm39
Pgap2:Rhog	Pgap2:Rhog	b	ENSMUST00000209968.2	ENSMUSG00000073982.12	chr7	101889519	-	GENCODE M28 / GRCm39
Pik3r5:Rspry1	Pik3r5:Rspry1	a	ENSMUST00000021283.8	ENSMUSG00000020901.14	chr11	68368408	+	GENCODE M28 / GRCm39
Pik3r5:Rspry1	Pik3r5:Rspry1	a	ENSMUST00000126876.8	ENSMUSG00000020901.14	chr11	68368408	+	GENCODE M28 / GRCm39
Pik3r5:Rspry1	Pik3r5:Rspry1	a	ENSMUST00000155887.2	ENSMUSG00000020901.14	chr11	68368408	+	GENCODE M28 / GRCm39
Pik3r5:Rspry1	Pik3r5:Rspry1	b	ENSMUST00000060389.10	ENSMUSG00000050079.11	chr8	95364891	+	GENCODE M28 / GRCm39
Pik3r5:Rspry1	Pik3r5:Rspry1	b	ENSMUST00000212729.2	ENSMUSG00000050079.11	chr8	95364891	+	GENCODE M28 / GRCm39
Pik3r5:Rspry1	Pik3r5:Rspry1	b	ENSMUST00000211983.2	ENSMUSG00000050079.11	chr8	95364891	+	GENCODE M28 / GRCm39
Plaa:Oma1	Plaa:Oma1	a	ENSMUST00000107107.9	ENSMUSG00000028577.14	chr4	94491114	-	GENCODE M28 / GRCm39
Plaa:Oma1	Plaa:Oma1	a	ENSMUST00000136669.2	ENSMUSG00000028577.14	chr4	94491114	-	GENCODE M28 / GRCm39
Plaa:Oma1	Plaa:Oma1	a	ENSMUST00000146118.2	ENSMUSG00000028577.14	chr4	94491114	-	GENCODE M28 / GRCm39
Plaa:Oma1	Plaa:Oma1	b	ENSMUST00000035780.4	ENSMUSG00000035069.4	chr4	103210699	+	GENCODE M28 / GRCm39
Plaa:Oma1	Plaa:Oma1	b	ENSMUST00000133178.2	ENSMUSG00000035069.4	chr4	103210699	+	GENCODE M28 / GRCm39
Plek:Pgk1	Plek:Pgk1	a	ENSMUST00000102881.10	ENSMUSG00000020120.16	chr11	16921206	-	GENCODE M28 / GRCm39
Plek:Pgk1	Plek:Pgk1	b	ENSMUST00000081593.13	ENSMUSG00000062070.13	chrX	105243763	+	GENCODE M28 / GRCm39
Plek:Pgk1	Plek:Pgk1	b	ENSMUST00000135949.2	ENSMUSG00000062070.13	chrX	105243763	+	GENCODE M28 / GRCm39
Plekha2:Rftn1	Plekha2:Rftn1	a	ENSMUST00000064883.14	ENSMUSG00000031557.17	chr8	25578358	-	GENCODE M28 / GRCm39
Plekha2:Rftn1	Plekha2:Rftn1	a	ENSMUST00000128715.8	ENSMUSG00000031557.17	chr8	25578358	-	GENCODE M28 / GRCm39
Plekha2:Rftn1	Plekha2:Rftn1	a	ENSMUST00000098866.11	ENSMUSG00000031557.17	chr8	25578358	-	GENCODE M28 / GRCm39
Plekha2:Rftn1	Plekha2:Rftn1	a	ENSMUST00000125466.2	ENSMUSG00000031557.17	chr8	25578358	-	GENCODE M28 / GRCm39
Plekha2:Rftn1	Plekha2:Rftn1	b	ENSMUST00000044503.14	ENSMUSG00000039316.15	chr17	50362655	-	GENCODE M28 / GRCm39
Plekha2:Rftn1	Plekha2:Rftn1	b	ENSMUST00000113195.8	ENSMUSG00000039316.15	chr17	50362655	-	GENCODE M28 / GRCm39
Plekha2:Rftn1	Plekha2:Rftn1	b	ENSMUST00000156094.2	ENSMUSG00000039316.15	chr17	50362655	-	GENCODE M28 / GRCm39
Pltp:Prdx1	Pltp:Prdx1	a	ENSMUST00000109316.8	ENSMUSG00000017754.14	chr2	164693433	-	GENCODE M28 / GRCm39
Pltp:Prdx1	Pltp:Prdx1	a	ENSMUST00000109317.10	ENSMUSG00000017754.14	chr2	164693433	-	GENCODE M28 / GRCm39
Pltp:Prdx1	Pltp:Prdx1	a	ENSMUST00000059954.14	ENSMUSG00000017754.14	chr2	164693433	-	GENCODE M28 / GRCm39
Pltp:Prdx1	Pltp:Prdx1	a	ENSMUST00000142603.8	ENSMUSG00000017754.14	chr2	164693433	-	GENCODE M28 / GRCm39
Pltp:Prdx1	Pltp:Prdx1	b	ENSMUST00000135573.8	ENSMUSG00000028691.13	chr4	116550914	+	GENCODE M28 / GRCm39
Pltp:Prdx1	Pltp:Prdx1	b	ENSMUST00000151129.8	ENSMUSG00000028691.13	chr4	116550914	+	GENCODE M28 / GRCm39
Pltp:Prdx1	Pltp:Prdx1	b	ENSMUST00000106470.8	ENSMUSG00000028691.13	chr4	116550914	+	GENCODE M28 / GRCm39
Pltp:Prdx1	Pltp:Prdx1	b	ENSMUST00000030454.6	ENSMUSG00000028691.13	chr4	116550914	+	GENCODE M28 / GRCm39
Pnkp:Tyrobp	Pnkp:Tyrobp	a	ENSMUST00000107876.8	ENSMUSG00000002963.18	chr7	44509369	+	GENCODE M28 / GRCm39
Pnkp:Tyrobp	Pnkp:Tyrobp	a	ENSMUST00000003044.14	ENSMUSG00000002963.18	chr7	44509369	+	GENCODE M28 / GRCm39
Pnkp:Tyrobp	Pnkp:Tyrobp	a	ENSMUST00000145850.8	ENSMUSG00000002963.18	chr7	44509369	+	GENCODE M28 / GRCm39
Pnkp:Tyrobp	Pnkp:Tyrobp	a	ENSMUST00000139003.8	ENSMUSG00000002963.18	chr7	44509369	+	GENCODE M28 / GRCm39
Pnkp:Tyrobp	Pnkp:Tyrobp	a	ENSMUST00000124168.8	ENSMUSG00000002963.18	chr7	44509369	+	GENCODE M28 / GRCm39
Pnkp:Tyrobp	Pnkp:Tyrobp	a	ENSMUST00000098478.7	ENSMUSG00000002963.18	chr7	44509369	+	GENCODE M28 / GRCm39
Pnkp:Tyrobp	Pnkp:Tyrobp	a	ENSMUST00000123015.8	ENSMUSG00000002963.18	chr7	44509369	+	GENCODE M28 / GRCm39
Pnkp:Tyrobp	Pnkp:Tyrobp	a	ENSMUST00000155050.5	ENSMUSG00000002963.18	chr7	44509369	+	GENCODE M28 / GRCm39
Pnkp:Tyrobp	Pnkp:Tyrobp	a	ENSMUST00000201882.4	ENSMUSG00000002963.18	chr7	44509369	+	GENCODE M28 / GRCm39
Pnkp:Tyrobp	Pnkp:Tyrobp	b	ENSMUST00000207982.2	ENSMUSG00000030579.11	chr7	30115057	+	GENCODE M28 / GRCm39
Pnkp:Tyrobp	Pnkp:Tyrobp	b	ENSMUST00000032800.10	ENSMUSG00000030579.11	chr7	30115057	+	GENCODE M28 / GRCm39
Pnkp:Tyrobp	Pnkp:Tyrobp	b	ENSMUST00000208125.2	ENSMUSG00000030579.11	chr7	30115057	+	GENCODE M28 / GRCm39
Polrmt:Rplp2	Polrmt:Rplp2	a	ENSMUST00000161765.8	ENSMUSG00000020329.13	chr10	79581508	-	GENCODE M28 / GRCm39
Polrmt:Rplp2	Polrmt:Rplp2	a	ENSMUST00000159082.8	ENSMUSG00000020329.13	chr10	79581508	-	GENCODE M28 / GRCm39
Polrmt:Rplp2	Polrmt:Rplp2	a	ENSMUST00000020580.13	ENSMUSG00000020329.13	chr10	79581508	-	GENCODE M28 / GRCm39
Polrmt:Rplp2	Polrmt:Rplp2	a	ENSMUST00000159016.8	ENSMUSG00000020329.13	chr10	79581508	-	GENCODE M28 / GRCm39
Polrmt:Rplp2	Polrmt:Rplp2	a	ENSMUST00000162694.8	ENSMUSG00000020329.13	chr10	79581508	-	GENCODE M28 / GRCm39
Polrmt:Rplp2	Polrmt:Rplp2	a	ENSMUST00000161375.2	ENSMUSG00000020329.13	chr10	79581508	-	GENCODE M28 / GRCm39
Polrmt:Rplp2	Polrmt:Rplp2	b	ENSMUST00000084434.11	ENSMUSG00000025508.14	chr7	141030917	+	GENCODE M28 / GRCm39
Polrmt:Rplp2	Polrmt:Rplp2	b	ENSMUST00000106004.8	ENSMUSG00000025508.14	chr7	141030917	+	GENCODE M28 / GRCm39
Polrmt:Rplp2	Polrmt:Rplp2	b	ENSMUST00000106003.2	ENSMUSG00000025508.14	chr7	141030917	+	GENCODE M28 / GRCm39
Polrmt:Rplp2	Polrmt:Rplp2	b	ENSMUST00000134636.2	ENSMUSG00000025508.14	chr7	141030917	+	GENCODE M28 / GRCm39
Pot1b:Cd37	Pot1b:Cd37	a	ENSMUST00000233802.2	ENSMUSG00000024174.10	chr17	55972648	-	GENCODE M28 / GRCm39
Pot1b:Cd37	Pot1b:Cd37	a	ENSMUST00000086876.7	ENSMUSG00000024174.10	chr17	55972648	-	GENCODE M28 / GRCm39
Pot1b:Cd37	Pot1b:Cd37	a	ENSMUST00000233972.2	ENSMUSG00000024174.10	chr17	55972648	-	GENCODE M28 / GRCm39
Pot1b:Cd37	Pot1b:Cd37	b	ENSMUST00000098461.10	ENSMUSG00000030798.16	chr7	44885067	-	GENCODE M28 / GRCm39
Pot1b:Cd37	Pot1b:Cd37	b	ENSMUST00000209779.2	ENSMUSG00000030798.16	chr7	44885067	-	GENCODE M28 / GRCm39
Pot1b:Cd37	Pot1b:Cd37	b	ENSMUST00000033063.15	ENSMUSG00000030798.16	chr7	44885067	-	GENCODE M28 / GRCm39
Pot1b:Cd37	Pot1b:Cd37	b	ENSMUST00000209677.2	ENSMUSG00000030798.16	chr7	44885067	-	GENCODE M28 / GRCm39
Pot1b:Cd37	Pot1b:Cd37	b	ENSMUST00000211373.2	ENSMUSG00000030798.16	chr7	44885067	-	GENCODE M28 / GRCm39
Pot1b:Cd37	Pot1b:Cd37	b	ENSMUST00000210078.2	ENSMUSG00000030798.16	chr7	44885067	-	GENCODE M28 / GRCm39
Pphln1:Phf20l1	Pphln1:Phf20l1	a	ENSMUST00000109256.11	ENSMUSG00000036167.17	chr15	93339593	+	GENCODE M28 / GRCm39
Pphln1:Phf20l1	Pphln1:Phf20l1	a	ENSMUST00000049122.16	ENSMUSG00000036167.17	chr15	93339593	+	GENCODE M28 / GRCm39
Pphln1:Phf20l1	Pphln1:Phf20l1	a	ENSMUST00000068457.15	ENSMUSG00000036167.17	chr15	93339593	+	GENCODE M28 / GRCm39
Pphln1:Phf20l1	Pphln1:Phf20l1	a	ENSMUST00000229071.2	ENSMUSG00000036167.17	chr15	93339593	+	GENCODE M28 / GRCm39
Pphln1:Phf20l1	Pphln1:Phf20l1	a	ENSMUST00000165935.2	ENSMUSG00000036167.17	chr15	93339593	+	GENCODE M28 / GRCm39
Pphln1:Phf20l1	Pphln1:Phf20l1	a	ENSMUST00000229721.2	ENSMUSG00000036167.17	chr15	93339593	+	GENCODE M28 / GRCm39
Pphln1:Phf20l1	Pphln1:Phf20l1	b	ENSMUST00000230882.2	ENSMUSG00000072501.6	chr15	66481375	+	GENCODE M28 / GRCm39
Pphln1:Phf20l1	Pphln1:Phf20l1	b	ENSMUST00000230915.2	ENSMUSG00000072501.6	chr15	66481375	+	GENCODE M28 / GRCm39
Pphln1:Phf20l1	Pphln1:Phf20l1	b	ENSMUST00000229576.2	ENSMUSG00000072501.6	chr15	66481375	+	GENCODE M28 / GRCm39
Pphln1:Phf20l1	Pphln1:Phf20l1	b	ENSMUST00000048188.10	ENSMUSG00000072501.6	chr15	66481375	+	GENCODE M28 / GRCm39
Pphln1:Phf20l1	Pphln1:Phf20l1	b	ENSMUST00000230948.2	ENSMUSG00000072501.6	chr15	66481375	+	GENCODE M28 / GRCm39
Pphln1:Phf20l1	Pphln1:Phf20l1	b	ENSMUST00000229160.2	ENSMUSG00000072501.6	chr15	66481375	+	GENCODE M28 / GRCm39
Pphln1:Phf20l1	Pphln1:Phf20l1	b	ENSMUST00000229590.2	ENSMUSG00000072501.6	chr15	66481375	+	GENCODE M28 / GRCm39
Ppm1h:Idnk	Ppm1h:Idnk	a	ENSMUST00000162853.8	ENSMUSG00000034613.13	chr10	122618250	+	GENCODE M28 / GRCm39
Ppm1h:Idnk	Ppm1h:Idnk	a	ENSMUST00000161487.8	ENSMUSG00000034613.13	chr10	122618250	+	GENCODE M28 / GRCm39
Ppm1h:Idnk	Ppm1h:Idnk	a	ENSMUST00000067918.12	ENSMUSG00000034613.13	chr10	122618250	+	GENCODE M28 / GRCm39
Ppm1h:Idnk	Ppm1h:Idnk	a	ENSMUST00000160315.2	ENSMUSG00000034613.13	chr10	122618250	+	GENCODE M28 / GRCm39
Ppm1h:Idnk	Ppm1h:Idnk	b	ENSMUST00000051490.15	ENSMUSG00000050002.15	chr13	58311247	+	GENCODE M28 / GRCm39
Ppm1h:Idnk	Ppm1h:Idnk	b	ENSMUST00000109868.4	ENSMUSG00000050002.15	chr13	58311247	+	GENCODE M28 / GRCm39
Ppm1h:Idnk	Ppm1h:Idnk	b	ENSMUST00000225236.2	ENSMUSG00000050002.15	chr13	58311247	+	GENCODE M28 / GRCm39
Ppp3ca:Gpr146	Ppp3ca:Gpr146	a	ENSMUST00000070198.14	ENSMUSG00000028161.18	chr3	136643488	+	GENCODE M28 / GRCm39
Ppp3ca:Gpr146	Ppp3ca:Gpr146	b	ENSMUST00000138631.2	ENSMUSG00000044197.9	chr5	139378177	+	GENCODE M28 / GRCm39
Ppp3ca:Gpr146	Ppp3ca:Gpr146	b	ENSMUST00000051293.8	ENSMUSG00000044197.9	chr5	139378177	+	GENCODE M28 / GRCm39
Ppp3ca:Gpr146	Ppp3ca:Gpr146	b	ENSMUST00000100514.3	ENSMUSG00000044197.9	chr5	139378177	+	GENCODE M28 / GRCm39
Ppp3cb:Pirb	Ppp3cb:Pirb	a	ENSMUST00000159027.8	ENSMUSG00000021816.12	chr14	20581728	-	GENCODE M28 / GRCm39
Ppp3cb:Pirb	Ppp3cb:Pirb	a	ENSMUST00000161445.8	ENSMUSG00000021816.12	chr14	20581728	-	GENCODE M28 / GRCm39
Ppp3cb:Pirb	Ppp3cb:Pirb	a	ENSMUST00000022355.11	ENSMUSG00000021816.12	chr14	20581728	-	GENCODE M28 / GRCm39
Ppp3cb:Pirb	Ppp3cb:Pirb	a	ENSMUST00000161989.2	ENSMUSG00000021816.12	chr14	20581728	-	GENCODE M28 / GRCm39
Ppp3cb:Pirb	Ppp3cb:Pirb	b	ENSMUST00000078451.7	ENSMUSG00000058818.14	chr7	3715829	-	GENCODE M28 / GRCm39
Ppp3cb:Pirb	Ppp3cb:Pirb	b	ENSMUST00000136238.8	ENSMUSG00000058818.14	chr7	3715829	-	GENCODE M28 / GRCm39
Ppp3cb:Pirb	Ppp3cb:Pirb	b	ENSMUST00000155131.8	ENSMUSG00000058818.14	chr7	3715829	-	GENCODE M28 / GRCm39
Ppp3cb:Pirb	Ppp3cb:Pirb	b	ENSMUST00000129493.8	ENSMUSG00000058818.14	chr7	3715829	-	GENCODE M28 / GRCm39
Prcc:Pmvk	Prcc:Pmvk	a	ENSMUST00000005015.10	ENSMUSG00000004895.10	chr3	87792182	-	GENCODE M28 / GRCm39
Prcc:Pmvk	Prcc:Pmvk	b	ENSMUST00000198440.5	ENSMUSG00000027952.17	chr3	89374854	+	GENCODE M28 / GRCm39
Prcc:Pmvk	Prcc:Pmvk	b	ENSMUST00000029564.12	ENSMUSG00000027952.17	chr3	89374854	+	GENCODE M28 / GRCm39
Prcc:Pmvk	Prcc:Pmvk	b	ENSMUST00000107410.8	ENSMUSG00000027952.17	chr3	89374854	+	GENCODE M28 / GRCm39
Prcc:Pmvk	Prcc:Pmvk	b	ENSMUST00000184515.2	ENSMUSG00000027952.17	chr3	89374854	+	GENCODE M28 / GRCm39
Prmt9:Arhgap10	Prmt9:Arhgap10	a	ENSMUST00000056237.15	ENSMUSG00000037134.18	chr8	78289145	+	GENCODE M28 / GRCm39
Prmt9:Arhgap10	Prmt9:Arhgap10	a	ENSMUST00000142824.2	ENSMUSG00000037134.18	chr8	78289145	+	GENCODE M28 / GRCm39
Prmt9:Arhgap10	Prmt9:Arhgap10	a	ENSMUST00000118622.2	ENSMUSG00000037134.18	chr8	78289145	+	GENCODE M28 / GRCm39
Prmt9:Arhgap10	Prmt9:Arhgap10	a	ENSMUST00000210040.2	ENSMUSG00000037134.18	chr8	78289145	+	GENCODE M28 / GRCm39
Prmt9:Arhgap10	Prmt9:Arhgap10	b	ENSMUST00000076316.6	ENSMUSG00000037148.9	chr8	78091789	-	GENCODE M28 / GRCm39
Prmt9:Arhgap10	Prmt9:Arhgap10	b	ENSMUST00000210922.2	ENSMUSG00000037148.9	chr8	78091789	-	GENCODE M28 / GRCm39
Prmt9:Arhgap10	Prmt9:Arhgap10	b	ENSMUST00000210519.2	ENSMUSG00000037148.9	chr8	78091789	-	GENCODE M28 / GRCm39
Prrc2a:Lilr4b	Prrc2a:Lilr4b	a	ENSMUST00000025253.12	ENSMUSG00000024393.15	chr17	35381848	-	GENCODE M28 / GRCm39
Prrc2a:Lilr4b	Prrc2a:Lilr4b	a	ENSMUST00000174805.2	ENSMUSG00000024393.15	chr17	35381848	-	GENCODE M28 / GRCm39
Prrc2a:Lilr4b	Prrc2a:Lilr4b	b	ENSMUST00000102894.6	ENSMUSG00000112023.2	chr10	51359858	+	GENCODE M28 / GRCm39
Prrc2a:Lilr4b	Prrc2a:Lilr4b	b	ENSMUST00000219661.2	ENSMUSG00000112023.2	chr10	51359858	+	GENCODE M28 / GRCm39
Prrc2a:Lilr4b	Prrc2a:Lilr4b	b	ENSMUST00000219960.2	ENSMUSG00000112023.2	chr10	51359858	+	GENCODE M28 / GRCm39
Prrc2a:Lilr4b	Prrc2a:Lilr4b	b	ENSMUST00000219178.2	ENSMUSG00000112023.2	chr10	51359858	+	GENCODE M28 / GRCm39
Prrc2a:Lilr4b	Prrc2a:Lilr4b	b	ENSMUST00000218649.2	ENSMUSG00000112023.2	chr10	51359858	+	GENCODE M28 / GRCm39
Prrc2a:Lilr4b	Prrc2a:Lilr4b	b	ENSMUST00000219151.2	ENSMUSG00000112023.2	chr10	51359858	+	GENCODE M28 / GRCm39
Prrc2a:Lilr4b	Prrc2a:Lilr4b	b	ENSMUST00000219262.2	ENSMUSG00000112023.2	chr10	51359858	+	GENCODE M28 / GRCm39
Prrc2a:Lilr4b	Prrc2a:Lilr4b	b	ENSMUST00000218704.2	ENSMUSG00000112023.2	chr10	51359858	+	GENCODE M28 / GRCm39
Prrc2a:Lilr4b	Prrc2a:Lilr4b	b	ENSMUST00000219053.2	ENSMUSG00000112023.2	chr10	51359858	+	GENCODE M28 / GRCm39
Prrc2a:Lilr4b	Prrc2a:Lilr4b	b	ENSMUST00000219717.2	ENSMUSG00000112023.2	chr10	51359858	+	GENCODE M28 / GRCm39
Prrc2a:Lilr4b	Prrc2a:Lilr4b	b	ENSMUST00000218900.2	ENSMUSG00000112023.2	chr10	51359858	+	GENCODE M28 / GRCm39
Psap:Lgals3	Psap:Lgals3	a	ENSMUST00000179238.8	ENSMUSG00000004207.15	chr10	60138376	+	GENCODE M28 / GRCm39
