gene_symbol	gene_id	mgi_id	chrom	start	end	strand
Gm50307	ENSMUSG00000118213.2	MGI:6303159	chr19	3366782	3367581	-
Cpt1a	ENSMUSG00000024900.6	MGI:1098296	chr19	3372334	3435733	+
Tesmin	ENSMUSG00000024905.16	MGI:1340029	chr19	3438857	3457823	+
Gal	ENSMUSG00000024907.8	MGI:95637	chr19	3459915	3464544	-
Ppp6r3	ENSMUSG00000024908.16	MGI:1921807	chr19	3504928	3625749	-
Gm48696	ENSMUSG00000114315.2	MGI:6098329	chr19	3536090	3538014	+
Gm23940	ENSMUSG00000075908.3	MGI:5453717	chr19	3540309	3540413	+
Gm48683	ENSMUSG00000114302.2	MGI:6098308	chr19	3577104	3578613	+
Lrp5	ENSMUSG00000024913.17	MGI:1278315	chr19	3634828	3736564	-
Gm36608	ENSMUSG00000118249.2	MGI:5595767	chr19	3739686	3758176	-
1810055G02Rik	ENSMUSG00000035372.3	MGI:1919306	chr19	3758293	3767881	+
Gm36787	ENSMUSG00000117739.2	MGI:5595946	chr19	3763044	3769573	-
Gm2141	ENSMUSG00000118231.2	MGI:3780310	chr19	3780473	3781012	-
Gm50374	ENSMUSG00000118096.2	MGI:6303269	chr19	3782094	3782340	-
Gm50375	ENSMUSG00000117773.2	MGI:6303270	chr19	3790225	3792537	-
Kmt5b	ENSMUSG00000045098.20	MGI:2444557	chr19	3817421	3868303	+
Gm16066	ENSMUSG00000082848.2	MGI:3801953	chr19	3848615	3902419	-
Gm19209	ENSMUSG00000117779.2	MGI:5011394	chr19	3871764	3872389	-
Chka	ENSMUSG00000024843.16	MGI:107760	chr19	3901773	3944369	+
Gm50383	ENSMUSG00000117912.2	MGI:6303282	chr19	3913568	3917673	-
Tcirg1	ENSMUSG00000001750.17	MGI:1350931	chr19	3946050	3957133	-
Ndufs8	ENSMUSG00000059734.8	MGI:2385079	chr19	3958863	3962774	-
Aldh3b1	ENSMUSG00000024885.10	MGI:1914939	chr19	3963491	3979808	-
Gm50327	ENSMUSG00000118129.2	MGI:6303191	chr19	3981795	3982090	-
Unc93b1	ENSMUSG00000036908.18	MGI:1859307	chr19	3985186	3999340	+
Aldh3b3	ENSMUSG00000037263.14	MGI:1920708	chr19	4008645	4022103	+
Aldh3b2	ENSMUSG00000075296.6	MGI:2147613	chr19	4022328	4031646	+
Acy3	ENSMUSG00000024866.11	MGI:1918920	chr19	4036570	4040007	+
Tbx10	ENSMUSG00000037477.9	MGI:1261436	chr19	4042752	4049512	+
4833408A19Rik	ENSMUSG00000118132.2	MGI:1921038	chr19	4049548	4050542	-
Nudt8	ENSMUSG00000110949.2	MGI:1913637	chr19	4050580	4052103	+
Gm49405	ENSMUSG00000024869.11	MGI:6155029	chr19	4050626	4055816	+
Gm16312	ENSMUSG00000086107.2	MGI:3826559	chr19	4050758	4051232	-
Doc2g	ENSMUSG00000024871.12	MGI:1926250	chr19	4053313	4057005	+
Ndufv1	ENSMUSG00000037916.15	MGI:107851	chr19	4057384	4062806	-
Gstp1	ENSMUSG00000060803.7	MGI:95865	chr19	4085407	4087985	-
Gstp2	ENSMUSG00000038155.12	MGI:95864	chr19	4090285	4096023	-
Gstp3	ENSMUSG00000058216.14	MGI:2385078	chr19	4107477	4109569	-
Snord3b-ps1	ENSMUSG00000104921.3	MGI:97979	chr19	4128297	4128512	-
Snord3b-ps1	ENSMUSG00000064400.4	MGI:97979	chr19	4128298	4128512	-
Cabp2	ENSMUSG00000024857.17	MGI:1352749	chr19	4131578	4137340	+
Cdk2ap2	ENSMUSG00000024856.11	MGI:1098779	chr19	4147182	4149019	+
Pitpnm1	ENSMUSG00000024851.15	MGI:1197524	chr19	4149998	4163965	+
Aip	ENSMUSG00000024847.16	MGI:109622	chr19	4164446	4175858	-
Tmem134	ENSMUSG00000024845.20	MGI:1914240	chr19	4175934	4182306	+
Cabp4	ENSMUSG00000024842.9	MGI:1920910	chr19	4185422	4194032	-
Gpr152	ENSMUSG00000044724.10	MGI:2685519	chr19	4189786	4195739	+
Coro1b	ENSMUSG00000024835.16	MGI:1345963	chr19	4198618	4204034	+
Ptprcap	ENSMUSG00000045826.10	MGI:97811	chr19	4203603	4206750	+
Rps6kb2	ENSMUSG00000024830.18	MGI:1927343	chr19	4203990	4213353	-
Carns1	ENSMUSG00000075289.6	MGI:2147595	chr19	4214323	4225478	-
Gm50230	ENSMUSG00000117905.2	MGI:6303033	chr19	4218741	4241046	-
Gm17552	ENSMUSG00000097233.2	MGI:4937186	chr19	4219565	4224283	+
Tbc1d10c	ENSMUSG00000040247.7	MGI:1922072	chr19	4233410	4241283	-
Ppp1ca	ENSMUSG00000040385.8	MGI:103016	chr19	4242064	4245419	+
Gm50251	ENSMUSG00000117839.2	MGI:6303067	chr19	4242108	4242781	-
Rad9a	ENSMUSG00000024824.8	MGI:1328356	chr19	4245195	4251661	-
Gm30082	ENSMUSG00000118245.2	MGI:5589241	chr19	4251778	4253239	+
Clcf1	ENSMUSG00000040663.10	MGI:1930088	chr19	4264292	4273544	+
Gm45928	ENSMUSG00000117873.2	MGI:5825565	chr19	4264411	4283351	+
ENSMUSG00002075602	ENSMUSG00002075602.1		chr19	4265456	4265542	-
Pold4	ENSMUSG00000024854.5	MGI:1916995	chr19	4281953	4283688	+
1500032F14Rik	ENSMUSG00000117718.2	MGI:1925555	chr19	4304059	4307679	-
Ssh3	ENSMUSG00000034616.18	MGI:2683546	chr19	4311696	4319208	-
Mir6985	ENSMUSG00000099290.3	MGI:5531101	chr19	4313846	4313906	-
Ankrd13d	ENSMUSG00000005986.17	MGI:1915673	chr19	4320208	4333165	-
Gm50152	ENSMUSG00000118344.2	MGI:6302910	chr19	4324015	4325671	+
Grk2	ENSMUSG00000024858.15	MGI:87940	chr19	4336029	4356250	-
Kdm2a	ENSMUSG00000054611.18	MGI:1354736	chr19	4364447	4448313	-
Rhod	ENSMUSG00000041845.12	MGI:108446	chr19	4475487	4489460	-
A930001C03Rik	ENSMUSG00000087132.9	MGI:2441838	chr19	4489031	4499001	+
Syt12	ENSMUSG00000049303.11	MGI:2159601	chr19	4495936	4527475	-
2010003K11Rik	ENSMUSG00000042041.8	MGI:1917111	chr19	4546816	4548611	-
Pcx	ENSMUSG00000024892.18	MGI:97520	chr19	4560500	4671780	+
Lrfn4	ENSMUSG00000045045.8	MGI:2385612	chr19	4661813	4665695	-
Rce1	ENSMUSG00000024889.6	MGI:1336895	chr19	4672619	4675669	-
Mir6986	ENSMUSG00000098346.3	MGI:5531091	chr19	4673926	4673983	-
Gm960	ENSMUSG00000071691.12	MGI:2685806	chr19	4675762	4748696	-
Gm50372	ENSMUSG00000117746.2	MGI:6303266	chr19	4730143	4730644	+
Sptbn2	ENSMUSG00000067889.8	MGI:1313261	chr19	4761195	4802388	+
Gm21992	ENSMUSG00000096370.9	MGI:5439461	chr19	4792941	4861640	-
Rbm4b	ENSMUSG00000033760.18	MGI:1913954	chr19	4806525	4817093	+
Gm37206	ENSMUSG00000103651.2	MGI:5610434	chr19	4812131	4815199	-
Rbm4	ENSMUSG00000094936.9	MGI:1100865	chr19	4834321	4843929	-
Rbm14	ENSMUSG00000006456.11	MGI:1929092	chr19	4850597	4861662	-
Gm21844	ENSMUSG00000095913.2	MGI:5434008	chr19	4851540	4855812	+
Ccs	ENSMUSG00000034108.7	MGI:1333783	chr19	4875394	4889360	-
Ccdc87	ENSMUSG00000067872.3	MGI:3026882	chr19	4889394	4892556	+
Ctsf	ENSMUSG00000083282.4	MGI:1861434	chr19	4905158	4910946	+
Actn3	ENSMUSG00000006457.5	MGI:99678	chr19	4911244	4927937	-
Zdhhc24	ENSMUSG00000006463.14	MGI:1917855	chr19	4928696	4935425	+
Bbs1	ENSMUSG00000006464.10	MGI:1277215	chr19	4936906	4956656	-
Dpp3	ENSMUSG00000063904.5	MGI:1922471	chr19	4957257	4978315	-
Peli3	ENSMUSG00000024901.16	MGI:1924963	chr19	4979745	4993155	-
Mrpl11	ENSMUSG00000024902.6	MGI:2137215	chr19	5012175	5017027	+
Npas4	ENSMUSG00000045903.10	MGI:2664186	chr19	5034383	5040344	-
ENSMUSG00000118364	ENSMUSG00000118364.2		chr19	5041385	5043141	-
Gm50382	ENSMUSG00000117723.2	MGI:6303281	chr19	5059413	5059827	+
Slc29a2	ENSMUSG00000024891.7	MGI:1345278	chr19	5073888	5082000	+
B4gat1	ENSMUSG00000047379.8	MGI:1919680	chr19	5088854	5091159	+
Gm50388	ENSMUSG00000117789.2	MGI:6303291	chr19	5088919	5099940	+
Brms1	ENSMUSG00000080268.5	MGI:2388804	chr19	5091382	5099945	+
Rin1	ENSMUSG00000024883.9	MGI:2385695	chr19	5100509	5107099	+
Cd248	ENSMUSG00000056481.8	MGI:1917695	chr19	5118106	5120710	+
Tmem151a	ENSMUSG00000061451.14	MGI:2147713	chr19	5120887	5135559	-
Gm46658	ENSMUSG00000117893.2	MGI:5826295	chr19	5122257	5125285	+
Yif1a	ENSMUSG00000024875.6	MGI:1915340	chr19	5138566	5142909	+
Cnih2	ENSMUSG00000024873.8	MGI:1277225	chr19	5142896	5148549	-
Rab1b	ENSMUSG00000024870.7	MGI:1923558	chr19	5149233	5157100	-
Klc2	ENSMUSG00000024862.17	MGI:107953	chr19	5157774	5168588	-
Gm10817	ENSMUSG00000117710.2	MGI:3704489	chr19	5168066	5169357	+
Gm5242	ENSMUSG00000117729.2	MGI:3779478	chr19	5181768	5183000	-
Pacs1	ENSMUSG00000024855.11	MGI:1277113	chr19	5183186	5323147	-
ENSMUSG00002076406	ENSMUSG00002076406.1		chr19	5251226	5251331	-
Gm50189	ENSMUSG00000118104.2	MGI:6302964	chr19	5308778	5308990	+
Sf3b2	ENSMUSG00000024853.11	MGI:2441856	chr19	5323960	5345483	-
Gm50203	ENSMUSG00000118243.2	MGI:6302985	chr19	5345224	5346056	+
Gal3st3	ENSMUSG00000047658.7	MGI:3617843	chr19	5348359	5358766	+
Gm42064	ENSMUSG00000118263.2	MGI:5624949	chr19	5355903	5357444	-
Gm50208	ENSMUSG00000118009.2	MGI:6302994	chr19	5371634	5371826	+
Gm7074	ENSMUSG00000117807.2	MGI:3645420	chr19	5374042	5375851	+
Catsper1	ENSMUSG00000038498.5	MGI:2179947	chr19	5385769	5394308	+
Cst6	ENSMUSG00000024846.7	MGI:1920970	chr19	5394733	5399602	-
Gm52999	ENSMUSG00000118610.2	MGI:6388885	chr19	5409615	5410548	-
Banf1	ENSMUSG00000024844.16	MGI:1346330	chr19	5414666	5417196	-
Eif1ad	ENSMUSG00000024841.9	MGI:1917110	chr19	5416769	5421554	+
Sart1	ENSMUSG00000039148.6	MGI:1309453	chr19	5427551	5438731	-
D330050I16Rik	ENSMUSG00000117959.2	MGI:3041222	chr19	5438364	5439629	+
Tsga10ip	ENSMUSG00000039330.6	MGI:1925556	chr19	5440077	5452554	-
4930481A15Rik	ENSMUSG00000086938.10	MGI:1922181	chr19	5456768	5472875	+
Gm6293	ENSMUSG00000051133.4	MGI:3649011	chr19	5465593	5465787	-
Drap1	ENSMUSG00000024914.17	MGI:1913806	chr19	5472833	5475007	-
AI837181	ENSMUSG00000047423.11	MGI:2147598	chr19	5475172	5477341	+
ENSMUSG00002076078	ENSMUSG00002076078.1		chr19	5485928	5485993	+
Gm25432	ENSMUSG00000117771.2	MGI:5455209	chr19	5486026	5486753	+
Gm31070	ENSMUSG00000117845.2	MGI:5590229	chr19	5489377	5489549	-
Fosl1	ENSMUSG00000024912.7	MGI:107179	chr19	5497575	5505974	+
Ccdc85b	ENSMUSG00000095098.3	MGI:2147607	chr19	5503208	5507922	-
Fibp	ENSMUSG00000024911.8	MGI:1926233	chr19	5510643	5515079	+
Ctsw	ENSMUSG00000024910.6	MGI:1338045	chr19	5515071	5518535	-
Efemp2	ENSMUSG00000024909.16	MGI:1891209	chr19	5523982	5532545	+
Mus81	ENSMUSG00000024906.11	MGI:1918961	chr19	5532373	5538430	-
1700061A03Rik	ENSMUSG00000117966.2	MGI:1920664	chr19	5538772	5539226	-
Cfl1	ENSMUSG00000056201.9	MGI:101757	chr19	5540483	5545229	+
Snx32	ENSMUSG00000056185.6	MGI:2444704	chr19	5542263	5560566	-
Nscme3l	ENSMUSG00000100937.2	MGI:1922805	chr19	5552795	5553815	-
Gm31166	ENSMUSG00000109695.2	MGI:5590325	chr19	5562556	5600396	+
Ovol1	ENSMUSG00000024922.3	MGI:1330290	chr19	5599164	5610674	-
1810058N15Rik	ENSMUSG00000117861.2	MGI:1923763	chr19	5610288	5611705	+
Ap5b1	ENSMUSG00000049562.7	MGI:2685808	chr19	5618053	5621289	+
Rnaseh2c	ENSMUSG00000024925.12	MGI:1915459	chr19	5651901	5657047	+
Kat5	ENSMUSG00000024926.11	MGI:1932051	chr19	5653042	5660265	-
Rela	ENSMUSG00000024927.9	MGI:103290	chr19	5687511	5698158	+
Sipa1	ENSMUSG00000056917.14	MGI:107576	chr19	5701213	5713735	-
Pcnx3	ENSMUSG00000054874.13	MGI:1861733	chr19	5714663	5738936	-
Mir6987	ENSMUSG00000098568.3	MGI:5531273	chr19	5729032	5729104	-
Map3k11	ENSMUSG00000004054.10	MGI:1346880	chr19	5738770	5752893	+
Gm50315	ENSMUSG00000118077.2	MGI:6303171	chr19	5739264	5740038	-
Kcnk7	ENSMUSG00000024936.9	MGI:1341841	chr19	5754395	5757137	+
Ehbp1l1	ENSMUSG00000024937.16	MGI:3612340	chr19	5757404	5776345	-
Gm16538	ENSMUSG00000089766.2	MGI:4414958	chr19	5777234	5781655	+
Fam89b	ENSMUSG00000024939.7	MGI:106595	chr19	5778115	5779681	-
Gm50387	ENSMUSG00000118125.2	MGI:6303289	chr19	5778116	5781741	-
Znrd2	ENSMUSG00000079478.10	MGI:1913482	chr19	5780331	5781760	-
Ltbp3	ENSMUSG00000024940.12	MGI:1101355	chr19	5790932	5808560	+
Scyl1	ENSMUSG00000024941.10	MGI:1931787	chr19	5808379	5821447	-
Malat1	ENSMUSG00000092341.4	MGI:1919539	chr19	5845718	5852700	-
ENSMUSG00002076626	ENSMUSG00002076626.1		chr19	5849028	5849113	-
Gm37376	ENSMUSG00000102349.2	MGI:5610604	chr19	5851969	5852421	+
ENSMUSG00002074969	ENSMUSG00002074969.1		chr19	5874680	5874735	-
Neat1	ENSMUSG00000092274.4	MGI:1914211	chr19	5874736	5895506	-
ENSMUSG00002076852	ENSMUSG00002076852.1		chr19	5894314	5894465	-
ENSMUSG00002075794	ENSMUSG00002075794.1		chr19	5894666	5894775	-
ENSMUSG00002076763	ENSMUSG00002076763.1		chr19	5894944	5895065	-
Frmd8os	ENSMUSG00000043488.6	MGI:3704490	chr19	5895651	5901416	+
Frmd8	ENSMUSG00000024816.13	MGI:1914707	chr19	5899730	5925302	-
Slc25a45	ENSMUSG00000024818.16	MGI:2147731	chr19	5927836	5935906	+
Tigd3	ENSMUSG00000044390.6	MGI:2681860	chr19	5941166	5944177	-
Dpf2	ENSMUSG00000024826.16	MGI:109529	chr19	5946544	5963038	-
Gm42067	ENSMUSG00000110156.3	MGI:5624952	chr19	5962850	5964857	+
Cdc42ep2	ENSMUSG00000045664.6	MGI:1929744	chr19	5965664	5974844	-
Pola2	ENSMUSG00000024833.16	MGI:99690	chr19	5990570	6014230	-
Slc22a20	ENSMUSG00000037451.9	MGI:2685809	chr19	6020262	6036171	-
Capn1	ENSMUSG00000024942.20	MGI:88263	chr19	6038573	6065927	-
Gm10814	ENSMUSG00000097404.3	MGI:3642580	chr19	6062650	6068492	+
Gm19505	ENSMUSG00000118194.2	MGI:5011690	chr19	6077568	6077895	-
Gm8034	ENSMUSG00000094281.2	MGI:3644144	chr19	6094721	6094852	-
Syvn1	ENSMUSG00000024807.19	MGI:1921376	chr19	6096606	6103742	+
Mir6988	ENSMUSG00000098928.3	MGI:5530975	chr19	6101364	6101422	+
Mrpl49	ENSMUSG00000007338.11	MGI:108180	chr19	6103652	6107815	-
Gm52998	ENSMUSG00000118496.2	MGI:6388884	chr19	6105696	6105836	+
Fau	ENSMUSG00000038274.14	MGI:102547	chr19	6107874	6109554	+
Znhit2	ENSMUSG00000075227.7	MGI:1352481	chr19	6111222	6112502	+
Tm7sf2	ENSMUSG00000024799.17	MGI:1920416	chr19	6112851	6118403	-
Vps51	ENSMUSG00000024797.15	MGI:1915755	chr19	6117872	6127261	-
Gm28374	ENSMUSG00000100621.3	MGI:5579080	chr19	6126975	6132286	-
Tmem262	ENSMUSG00000047733.11	MGI:3690536	chr19	6130063	6130818	+
Zfpl1	ENSMUSG00000024792.10	MGI:1891017	chr19	6130792	6134986	-
Cdca5	ENSMUSG00000024791.11	MGI:1915099	chr19	6135013	6141807	+
Gm550	ENSMUSG00000117666.2	MGI:2685396	chr19	6144449	6148271	+
Naaladl1	ENSMUSG00000054999.3	MGI:2685810	chr19	6155812	6165822	+
Sac3d1	ENSMUSG00000024790.9	MGI:1913656	chr19	6166030	6168680	-
Snx15	ENSMUSG00000024787.15	MGI:1916274	chr19	6169429	6178334	-
Arl2	ENSMUSG00000024944.7	MGI:1928393	chr19	6184404	6191578	-
Batf2	ENSMUSG00000039699.15	MGI:1921731	chr19	6191013	6222506	+
Gm5510	ENSMUSG00000083458.2	MGI:3648472	chr19	6202745	6203230	+
Majin	ENSMUSG00000024786.10	MGI:1923913	chr19	6234418	6274255	+
Gpha2	ENSMUSG00000024784.14	MGI:2156541	chr19	6276410	6277798	+
Ppp2r5b	ENSMUSG00000024777.11	MGI:2388480	chr19	6277795	6285902	-
Atg2a	ENSMUSG00000024773.16	MGI:1916291	chr19	6291698	6312365	+
Mir194-2	ENSMUSG00000065582.3	MGI:3618738	chr19	6314673	6314758	+
Mir192	ENSMUSG00000065523.3	MGI:2676856	chr19	6314874	6314962	+
Gm14963	ENSMUSG00000085196.2	MGI:3705162	chr19	6318825	6326635	-
Ehd1	ENSMUSG00000024772.10	MGI:1341878	chr19	6326755	6350126	+
Cdc42bpg	ENSMUSG00000024769.8	MGI:2652845	chr19	6356486	6375682	+
Gm50198	ENSMUSG00000117681.2	MGI:6302977	chr19	6381084	6381483	-
Men1	ENSMUSG00000024947.18	MGI:1316736	chr19	6385009	6390921	+
Map4k2	ENSMUSG00000024948.16	MGI:1346883	chr19	6391165	6405645	+
Mir6989	ENSMUSG00000099230.3	MGI:5531267	chr19	6396510	6396574	+
Gm14966	ENSMUSG00000079467.9	MGI:3705223	chr19	6405552	6413789	-
Sf1	ENSMUSG00000024949.18	MGI:1095403	chr19	6413720	6428060	+
Pygm	ENSMUSG00000032648.15	MGI:97830	chr19	6434429	6448489	+
Rasgrp2	ENSMUSG00000032946.17	MGI:1333849	chr19	6449370	6465246	+
Gm14965	ENSMUSG00000084876.8	MGI:3705214	chr19	6459430	6468636	-
Nrxn2	ENSMUSG00000033768.18	MGI:1096362	chr19	6468761	6594199	+
Gm50151	ENSMUSG00000117897.2	MGI:6302908	chr19	6507449	6510137	-
Gm14964	ENSMUSG00000052188.7	MGI:3641621	chr19	6580741	6582041	-
Slc22a12	ENSMUSG00000061742.13	MGI:1195269	chr19	6585875	6593062	-
ENSMUSG00002075372	ENSMUSG00002075372.1		chr19	6613810	6613935	+
Gm50435	ENSMUSG00000118062.2	MGI:6303367	chr19	6619110	6625392	-
Hmgb1-ps4	ENSMUSG00000084221.2	MGI:3768540	chr19	6642632	6643266	-
2410152P15Rik	ENSMUSG00000084825.2	MGI:1924061	chr19	6667701	6724578	-
Gm14968	ENSMUSG00000085285.2	MGI:3705315	chr19	6695717	6697202	+
Gm53015	ENSMUSG00000118181.2	MGI:6388904	chr19	6806577	6807231	-
Rps6ka4	ENSMUSG00000118668.1	MGI:1930076	chr19	6806578	6818004	-
Mir5046	ENSMUSG00000104884.3	MGI:4950413	chr19	6807254	6807312	-
Ccdc88b	ENSMUSG00000047810.10	MGI:1925567	chr19	6821991	6835579	-
Prdx5	ENSMUSG00000024953.18	MGI:1859821	chr19	6884065	6887474	-
Trmt112	ENSMUSG00000038812.17	MGI:1914924	chr19	6887066	6888417	+
Esrra	ENSMUSG00000024955.16	MGI:1346831	chr19	6888345	6899208	-
Mir6990	ENSMUSG00000098413.3	MGI:5531108	chr19	6891564	6891654	-
Catsperz	ENSMUSG00000050623.6	MGI:1914327	chr19	6899739	6902748	-
Kcnk4	ENSMUSG00000024957.10	MGI:1298234	chr19	6901334	6911883	-
Gpr137	ENSMUSG00000024958.14	MGI:2147529	chr19	6915425	6919848	-
Bad	ENSMUSG00000024959.15	MGI:1096330	chr19	6919229	6929267	+
Plcb3	ENSMUSG00000024960.10	MGI:104778	chr19	6929693	6953838	-
Ppp1r14b	ENSMUSG00000056612.8	MGI:107682	chr19	6952336	6954692	+
Fkbp2	ENSMUSG00000056629.17	MGI:95542	chr19	6955109	6957869	-
Vegfb	ENSMUSG00000024962.14	MGI:106199	chr19	6959841	6965019	-
Dnajc4	ENSMUSG00000024963.13	MGI:1927346	chr19	6965279	6969940	-
Nudt22	ENSMUSG00000037349.10	MGI:1915573	chr19	6970386	6973485	-
Trpt1	ENSMUSG00000047656.10	MGI:1333115	chr19	6973499	6976414	+
Fermt3	ENSMUSG00000024965.10	MGI:2147790	chr19	6976326	6996837	-
Stip1	ENSMUSG00000024966.10	MGI:109130	chr19	6998070	7017335	-
Macrod1	ENSMUSG00000036278.8	MGI:2147583	chr19	7034178	7175422	+
ENSMUSG00000117901	ENSMUSG00000117901.2		chr19	7064834	7065786	-
Flrt1	ENSMUSG00000047787.9	MGI:3026647	chr19	7069366	7083094	-
Otub1	ENSMUSG00000024767.12	MGI:2147616	chr19	7175567	7183681	-
Cox8a	ENSMUSG00000035885.6	MGI:105959	chr19	7192518	7194981	-
Naa40	ENSMUSG00000024764.11	MGI:1918249	chr19	7203033	7218548	-
Gm22113	ENSMUSG00000119835.1	MGI:5451890	chr19	7224074	7224177	+
Rcor2	ENSMUSG00000024968.15	MGI:1859854	chr19	7244690	7252590	+
Mark2	ENSMUSG00000024969.16	MGI:99638	chr19	7252761	7319225	-
Gm17227	ENSMUSG00000091558.2	MGI:4938054	chr19	7275023	7281893	+
Spindoc	ENSMUSG00000024970.6	MGI:2147611	chr19	7331443	7360359	-
Gm50232	ENSMUSG00000117743.2	MGI:6303036	chr19	7341880	7347605	+
1700105P06Rik	ENSMUSG00000099923.3	MGI:1915479	chr19	7359902	7360926	+
Rab11b-ps2	ENSMUSG00000095690.3	MGI:3643959	chr19	7375789	7376442	-
Gm18842	ENSMUSG00000118297.2	MGI:5011027	chr19	7380199	7380796	-
Zfta	ENSMUSG00000053080.11	MGI:1919667	chr19	7394990	7403269	+
Mir6991	ENSMUSG00000098293.3	MGI:5531348	chr19	7399938	7400007	+
Rtn3	ENSMUSG00000024758.16	MGI:1339970	chr19	7403266	7460646	-
Atl3	ENSMUSG00000024759.15	MGI:1924270	chr19	7471405	7517039	+
Plaat3	ENSMUSG00000060675.14	MGI:2179715	chr19	7534824	7565910	+
Lgals12	ENSMUSG00000024972.17	MGI:1929094	chr19	7574025	7584558	-
Plaat5	ENSMUSG00000024973.18	MGI:1913977	chr19	7589906	7617007	+
Gm16437	ENSMUSG00000024761.4	MGI:3644508	chr19	7645652	7646155	+
Slc22a19	ENSMUSG00000024757.8	MGI:2442751	chr19	7650426	7688675	-
Gm15967	ENSMUSG00000083160.2	MGI:3801808	chr19	7673264	7674379	-
Gm15968	ENSMUSG00000081596.2	MGI:3801809	chr19	7681311	7682478	-
Gm8157	ENSMUSG00000117937.2	MGI:3647695	chr19	7704550	7705029	-
Slc22a26	ENSMUSG00000053303.15	MGI:2385316	chr19	7758406	7780032	-
Gm7096	ENSMUSG00000118312.2	MGI:3646592	chr19	7804468	7826032	-
Slc22a27	ENSMUSG00000067656.14	MGI:3042283	chr19	7841753	7943392	-
ENSMUSG00002076220	ENSMUSG00002076220.1		chr19	7936895	7937003	-
Gm6192	ENSMUSG00000118220.2	MGI:3779569	chr19	7937108	7938472	-
Gm6386	ENSMUSG00000118036.2	MGI:3643067	chr19	7953205	7955404	+
Slc22a28	ENSMUSG00000063590.4	MGI:3645714	chr19	8039574	8109346	-
Slc22a29	ENSMUSG00000075044.15	MGI:3605624	chr19	8137529	8196264	-
Gm41804	ENSMUSG00000118280.2	MGI:5624689	chr19	8229332	8294543	+
Gm7105	ENSMUSG00000118345.2	MGI:3644446	chr19	8233588	8234951	-
Gm8184	ENSMUSG00000117877.2	MGI:3643112	chr19	8249876	8252069	+
Slc22a30	ENSMUSG00000052562.16	MGI:2442750	chr19	8312735	8382475	-
Gm8189	ENSMUSG00000110298.2	MGI:3779786	chr19	8450677	8519162	-
Gm6425	ENSMUSG00000086174.2	MGI:3646016	chr19	8565771	8566560	-
Slc22a8	ENSMUSG00000063796.10	MGI:1336187	chr19	8568618	8589199	+
Slc22a6	ENSMUSG00000024650.6	MGI:892001	chr19	8595403	8605663	+
9830166K06Rik	ENSMUSG00000117763.2	MGI:3028064	chr19	8629163	8640699	-
Chrm1	ENSMUSG00000032773.10	MGI:88396	chr19	8641153	8660951	+
Slc3a2	ENSMUSG00000010095.14	MGI:96955	chr19	8684246	8700733	-
Snhg1	ENSMUSG00000108414.2	MGI:3763743	chr19	8700839	8703807	+
Gm25855	ENSMUSG00000064721.6	MGI:5455632	chr19	8701357	8701428	+
Gm25894	ENSMUSG00000065392.3	MGI:5455671	chr19	8701615	8701689	+
Gm24452	ENSMUSG00000065281.4	MGI:5454229	chr19	8701895	8701966	+
Gm24453	ENSMUSG00000065280.3	MGI:5454230	chr19	8702232	8702307	+
Gm22744	ENSMUSG00000065378.3	MGI:5452521	chr19	8702456	8702520	+
Gm22680	ENSMUSG00000065782.3	MGI:5452457	chr19	8702705	8702773	+
Gm23246	ENSMUSG00000065305.3	MGI:5453023	chr19	8702958	8703024	+
Snord22	ENSMUSG00000065087.3	MGI:1933385	chr19	8703230	8703355	+
Wdr74	ENSMUSG00000042729.12	MGI:2147427	chr19	8713191	8717988	+
1700092M07Rik	ENSMUSG00000090840.3	MGI:1921557	chr19	8718082	8718589	+
Stx5a	ENSMUSG00000010110.18	MGI:1928483	chr19	8718777	8733433	+
Mir6992	ENSMUSG00000098844.3	MGI:5531288	chr19	8720335	8720443	+
Nxf1	ENSMUSG00000010097.16	MGI:1858330	chr19	8734437	8748286	+
Tmem223	ENSMUSG00000117924.2	MGI:1914086	chr19	8748360	8749839	+
Tmem179b	ENSMUSG00000118346.2	MGI:1914956	chr19	8749889	8751831	-
Taf6l	ENSMUSG00000003680.17	MGI:2444957	chr19	8751851	8763781	-
Gm2518	ENSMUSG00000118261.2	MGI:3780685	chr19	8753630	8753924	+
Gm50131	ENSMUSG00000118305.2	MGI:6302874	chr19	8767449	8767828	-
Polr2g	ENSMUSG00000071662.5	MGI:1914960	chr19	8770491	8775941	-
Zbtb3	ENSMUSG00000071661.8	MGI:1922541	chr19	8779919	8782210	+
Ttc9c	ENSMUSG00000071660.11	MGI:1917637	chr19	8786439	8796697	-
Hnrnpul2	ENSMUSG00000071659.5	MGI:1915943	chr19	8797374	8811507	+
Gm50139	ENSMUSG00000118124.2	MGI:6302888	chr19	8807137	8818501	+
Gng3	ENSMUSG00000071658.6	MGI:102704	chr19	8814297	8816558	-
Bscl2	ENSMUSG00000071657.13	MGI:1298392	chr19	8814831	8826047	+
Lrrn4cl	ENSMUSG00000071656.8	MGI:1916102	chr19	8828132	8831273	+
Ubxn1	ENSMUSG00000071655.13	MGI:1289301	chr19	8848860	8853227	+
Uqcc3	ENSMUSG00000071654.7	MGI:2147553	chr19	8857378	8858287	-
Lbhd1	ENSMUSG00000096740.9	MGI:5516029	chr19	8861096	8869991	+
Gm49403	ENSMUSG00000116166.2	MGI:6155026	chr19	8861294	8864622	+
