protein_id	pair	arm	gene	gene_id	transcript_id	chromosome	strand	exon_id	exon_number	exon_start_1	exon_end_1	coding_nt_start_1	coding_nt_end_1	coding_bases	aa_start_1	aa_end_1	source_row	source_line
protein_40886b971ab3b58c192c7f4474815a21bcb8aee631c6987185eda3775ef2bcf3	Uvrag → Rnf130	right	Rnf130	ENSMUSG00000020376.18	ENSMUST00000238748.2	chr11	+	ENSMUSE00001241083.2	7	49986603	49986807	499	703	205	167	235	1146944	"chr11	HAVANA	exon	49986603	49986807	.	+	.	gene_id ""ENSMUSG00000020376.18""; transcript_id ""ENSMUST00000238748.2""; gene_type ""protein_coding""; gene_name ""Rnf130""; transcript_type ""protein_coding""; transcript_name ""Rnf130-204""; exon_number 7; exon_id ""ENSMUSE00001241083.2""; level 2; protein_id ""ENSMUSP00000158797.2""; mgi_id ""MGI:1891717""; tag ""basic""; havana_gene ""OTTMUSG00000005572.3""; havana_transcript ""OTTMUST00000181652.2"";"
protein_40886b971ab3b58c192c7f4474815a21bcb8aee631c6987185eda3775ef2bcf3	Uvrag → Rnf130	right	Rnf130	ENSMUSG00000020376.18	ENSMUST00000102776.5	chr11	+	ENSMUSE00001241083.2	7	49986603	49986807	499	703	205	167	235	1146965	"chr11	HAVANA	exon	49986603	49986807	.	+	.	gene_id ""ENSMUSG00000020376.18""; transcript_id ""ENSMUST00000102776.5""; gene_type ""protein_coding""; gene_name ""Rnf130""; transcript_type ""protein_coding""; transcript_name ""Rnf130-202""; exon_number 7; exon_id ""ENSMUSE00001241083.2""; level 2; protein_id ""ENSMUSP00000099837.5""; transcript_support_level ""1""; mgi_id ""MGI:1891717""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS24626.1""; havana_gene ""OTTMUSG00000005572.3""; havana_transcript ""OTTMUST00000012381.1"";"
protein_40886b971ab3b58c192c7f4474815a21bcb8aee631c6987185eda3775ef2bcf3	Uvrag → Rnf130	right	Rnf130	ENSMUSG00000020376.18	ENSMUST00000102776.5	chr11	+	ENSMUSE00000662571.2	8	49990073	49990166	704	797	94	235	266	1146967	"chr11	HAVANA	exon	49990073	49990166	.	+	.	gene_id ""ENSMUSG00000020376.18""; transcript_id ""ENSMUST00000102776.5""; gene_type ""protein_coding""; gene_name ""Rnf130""; transcript_type ""protein_coding""; transcript_name ""Rnf130-202""; exon_number 8; exon_id ""ENSMUSE00000662571.2""; level 2; protein_id ""ENSMUSP00000099837.5""; transcript_support_level ""1""; mgi_id ""MGI:1891717""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS24626.1""; havana_gene ""OTTMUSG00000005572.3""; havana_transcript ""OTTMUST00000012381.1"";"
protein_40886b971ab3b58c192c7f4474815a21bcb8aee631c6987185eda3775ef2bcf3	Uvrag → Rnf130	right	Rnf130	ENSMUSG00000020376.18	ENSMUST00000102776.5	chr11	+	ENSMUSE00000679280.4	9	49995376	49995580	798	810	13	266	270	1146969	"chr11	HAVANA	exon	49995376	49995580	.	+	.	gene_id ""ENSMUSG00000020376.18""; transcript_id ""ENSMUST00000102776.5""; gene_type ""protein_coding""; gene_name ""Rnf130""; transcript_type ""protein_coding""; transcript_name ""Rnf130-202""; exon_number 9; exon_id ""ENSMUSE00000679280.4""; level 2; protein_id ""ENSMUSP00000099837.5""; transcript_support_level ""1""; mgi_id ""MGI:1891717""; tag ""basic""; tag ""appris_principal_3""; tag ""CCDS""; ccdsid ""CCDS24626.1""; havana_gene ""OTTMUSG00000005572.3""; havana_transcript ""OTTMUST00000012381.1"";"
protein_40886b971ab3b58c192c7f4474815a21bcb8aee631c6987185eda3775ef2bcf3	Uvrag → Rnf130	right	Rnf130	ENSMUSG00000020376.18	ENSMUST00000143607.2	chr11	+	ENSMUSE00001228181.2	2	49986603	49986807	499	703	205	167	235	1146976	"chr11	HAVANA	exon	49986603	49986807	.	+	.	gene_id ""ENSMUSG00000020376.18""; transcript_id ""ENSMUST00000143607.2""; gene_type ""protein_coding""; gene_name ""Rnf130""; transcript_type ""processed_transcript""; transcript_name ""Rnf130-203""; exon_number 2; exon_id ""ENSMUSE00001228181.2""; level 2; transcript_support_level ""2""; mgi_id ""MGI:1891717""; havana_gene ""OTTMUSG00000005572.3""; havana_transcript ""OTTMUST00000012383.1"";"
protein_40886b971ab3b58c192c7f4474815a21bcb8aee631c6987185eda3775ef2bcf3	Uvrag → Rnf130	right	Rnf130	ENSMUSG00000020376.18	ENSMUST00000143607.2	chr11	+	ENSMUSE00001249136.2	3	49995376	49995585	798	810	13	266	270	1146977	"chr11	HAVANA	exon	49995376	49995585	.	+	.	gene_id ""ENSMUSG00000020376.18""; transcript_id ""ENSMUST00000143607.2""; gene_type ""protein_coding""; gene_name ""Rnf130""; transcript_type ""processed_transcript""; transcript_name ""Rnf130-203""; exon_number 3; exon_id ""ENSMUSE00001249136.2""; level 2; transcript_support_level ""2""; mgi_id ""MGI:1891717""; havana_gene ""OTTMUSG00000005572.3""; havana_transcript ""OTTMUST00000012383.1"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	left	Mpeg1	ENSMUSG00000046805.11	ENSMUST00000081035.9	chr19	+	ENSMUSE00000548091.8	2	12438397	12442647	1	30	30	1	10	1754877	"chr19	HAVANA	exon	12438397	12442647	.	+	.	gene_id ""ENSMUSG00000046805.11""; transcript_id ""ENSMUST00000081035.9""; gene_type ""protein_coding""; gene_name ""Mpeg1""; transcript_type ""protein_coding""; transcript_name ""Mpeg1-201""; exon_number 2; exon_id ""ENSMUSE00000548091.8""; level 2; protein_id ""ENSMUSP00000108573.4""; transcript_support_level ""1""; mgi_id ""MGI:1333743""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS37926.1""; havana_gene ""OTTMUSG00000073767.1""; havana_transcript ""OTTMUST00000179000.1"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000201185.4	chr2	+	ENSMUSE00001308233.2	3	35173917	35174121	52	256	205	18	86	154457	"chr2	HAVANA	exon	35173917	35174121	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000201185.4""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-205""; exon_number 3; exon_id ""ENSMUSE00001308233.2""; level 2; protein_id ""ENSMUSP00000144561.2""; transcript_support_level ""1""; mgi_id ""MGI:95851""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS79785.1""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000139149.1"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000201185.4	chr2	+	ENSMUSE00001268870.2	4	35174686	35174840	257	411	155	86	137	154460	"chr2	HAVANA	exon	35174686	35174840	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000201185.4""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-205""; exon_number 4; exon_id ""ENSMUSE00001268870.2""; level 2; protein_id ""ENSMUSP00000144561.2""; transcript_support_level ""1""; mgi_id ""MGI:95851""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS79785.1""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000139149.1"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000201185.4	chr2	+	ENSMUSE00000163832.2	5	35180345	35180506	412	520	109	138	174	154462	"chr2	HAVANA	exon	35180345	35180506	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000201185.4""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-205""; exon_number 5; exon_id ""ENSMUSE00000163832.2""; level 2; protein_id ""ENSMUSP00000144561.2""; transcript_support_level ""1""; mgi_id ""MGI:95851""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS79785.1""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000139149.1"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000201185.4	chr2	+	ENSMUSE00000258344.2	8	35184947	35185079	521	537	17	174	179	154468	"chr2	HAVANA	exon	35184947	35185079	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000201185.4""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-205""; exon_number 8; exon_id ""ENSMUSE00000258344.2""; level 2; protein_id ""ENSMUSP00000144561.2""; transcript_support_level ""1""; mgi_id ""MGI:95851""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS79785.1""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000139149.1"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000202990.4	chr2	+	ENSMUSE00001227717.2	4	35173917	35174121	52	256	205	18	86	154501	"chr2	HAVANA	exon	35173917	35174121	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000202990.4""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-207""; exon_number 4; exon_id ""ENSMUSE00001227717.2""; level 2; protein_id ""ENSMUSP00000144296.2""; transcript_support_level ""5""; mgi_id ""MGI:95851""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000030968.3"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000202990.4	chr2	+	ENSMUSE00001268870.2	5	35174686	35174840	257	411	155	86	137	154503	"chr2	HAVANA	exon	35174686	35174840	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000202990.4""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-207""; exon_number 5; exon_id ""ENSMUSE00001268870.2""; level 2; protein_id ""ENSMUSP00000144296.2""; transcript_support_level ""5""; mgi_id ""MGI:95851""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000030968.3"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000202990.4	chr2	+	ENSMUSE00000163832.2	6	35180345	35180506	412	520	109	138	174	154505	"chr2	HAVANA	exon	35180345	35180506	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000202990.4""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-207""; exon_number 6; exon_id ""ENSMUSE00000163832.2""; level 2; protein_id ""ENSMUSP00000144296.2""; transcript_support_level ""5""; mgi_id ""MGI:95851""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000030968.3"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000202990.4	chr2	+	ENSMUSE00000258344.2	9	35184947	35185079	521	537	17	174	179	154511	"chr2	HAVANA	exon	35184947	35185079	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000202990.4""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-207""; exon_number 9; exon_id ""ENSMUSE00000258344.2""; level 2; protein_id ""ENSMUSP00000144296.2""; transcript_support_level ""5""; mgi_id ""MGI:95851""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000030968.3"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000202899.4	chr2	+	ENSMUSE00001308233.2	2	35173917	35174121	52	256	205	18	86	154530	"chr2	HAVANA	exon	35173917	35174121	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000202899.4""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-206""; exon_number 2; exon_id ""ENSMUSE00001308233.2""; level 2; protein_id ""ENSMUSP00000144470.2""; transcript_support_level ""3""; mgi_id ""MGI:95851""; tag ""alternative_5_UTR""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000139150.2"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000202899.4	chr2	+	ENSMUSE00001268870.2	3	35174686	35174840	257	411	155	86	137	154533	"chr2	HAVANA	exon	35174686	35174840	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000202899.4""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-206""; exon_number 3; exon_id ""ENSMUSE00001268870.2""; level 2; protein_id ""ENSMUSP00000144470.2""; transcript_support_level ""3""; mgi_id ""MGI:95851""; tag ""alternative_5_UTR""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000139150.2"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000202899.4	chr2	+	ENSMUSE00000163832.2	4	35180345	35180506	412	520	109	138	174	154535	"chr2	HAVANA	exon	35180345	35180506	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000202899.4""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-206""; exon_number 4; exon_id ""ENSMUSE00000163832.2""; level 2; protein_id ""ENSMUSP00000144470.2""; transcript_support_level ""3""; mgi_id ""MGI:95851""; tag ""alternative_5_UTR""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000139150.2"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000142324.8	chr2	+	ENSMUSE00001308233.2	3	35173917	35174121	52	256	205	18	86	154546	"chr2	HAVANA	exon	35173917	35174121	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000142324.8""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-204""; exon_number 3; exon_id ""ENSMUSE00001308233.2""; level 2; protein_id ""ENSMUSP00000118120.2""; transcript_support_level ""5""; mgi_id ""MGI:95851""; tag ""alternative_5_UTR""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000030969.12"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000142324.8	chr2	+	ENSMUSE00001268870.2	4	35174686	35174840	257	411	155	86	137	154549	"chr2	HAVANA	exon	35174686	35174840	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000142324.8""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-204""; exon_number 4; exon_id ""ENSMUSE00001268870.2""; level 2; protein_id ""ENSMUSP00000118120.2""; transcript_support_level ""5""; mgi_id ""MGI:95851""; tag ""alternative_5_UTR""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000030969.12"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000142324.8	chr2	+	ENSMUSE00000163832.2	5	35180345	35180506	412	520	109	138	174	154551	"chr2	HAVANA	exon	35180345	35180506	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000142324.8""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-204""; exon_number 5; exon_id ""ENSMUSE00000163832.2""; level 2; protein_id ""ENSMUSP00000118120.2""; transcript_support_level ""5""; mgi_id ""MGI:95851""; tag ""alternative_5_UTR""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000030969.12"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000139867.5	chr2	+	ENSMUSE00001227717.2	4	35173917	35174121	52	256	205	18	86	154566	"chr2	HAVANA	exon	35173917	35174121	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000139867.5""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-203""; exon_number 4; exon_id ""ENSMUSE00001227717.2""; level 2; protein_id ""ENSMUSP00000144217.2""; transcript_support_level ""5""; mgi_id ""MGI:95851""; tag ""alternative_5_UTR""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000139151.2"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000139867.5	chr2	+	ENSMUSE00001268870.2	5	35174686	35174840	257	411	155	86	137	154568	"chr2	HAVANA	exon	35174686	35174840	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000139867.5""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-203""; exon_number 5; exon_id ""ENSMUSE00001268870.2""; level 2; protein_id ""ENSMUSP00000144217.2""; transcript_support_level ""5""; mgi_id ""MGI:95851""; tag ""alternative_5_UTR""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000139151.2"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000139867.5	chr2	+	ENSMUSE00001360614.2	6	35180345	35180459	412	520	109	138	174	154570	"chr2	HAVANA	exon	35180345	35180459	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000139867.5""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-203""; exon_number 6; exon_id ""ENSMUSE00001360614.2""; level 2; protein_id ""ENSMUSP00000144217.2""; transcript_support_level ""5""; mgi_id ""MGI:95851""; tag ""alternative_5_UTR""; tag ""mRNA_end_NF""; tag ""cds_end_NF""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000139151.2"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000028239.8	chr2	+	ENSMUSE00001227717.2	2	35173917	35174121	52	256	205	18	86	154579	"chr2	HAVANA	exon	35173917	35174121	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000028239.8""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-201""; exon_number 2; exon_id ""ENSMUSE00001227717.2""; level 2; protein_id ""ENSMUSP00000028239.7""; transcript_support_level ""1""; mgi_id ""MGI:95851""; tag ""basic""; tag ""CCDS""; ccdsid ""CCDS15960.1""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000028765.2"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000028239.8	chr2	+	ENSMUSE00001268870.2	3	35174686	35174840	257	411	155	86	137	154581	"chr2	HAVANA	exon	35174686	35174840	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000028239.8""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-201""; exon_number 3; exon_id ""ENSMUSE00001268870.2""; level 2; protein_id ""ENSMUSP00000028239.7""; transcript_support_level ""1""; mgi_id ""MGI:95851""; tag ""basic""; tag ""CCDS""; ccdsid ""CCDS15960.1""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000028765.2"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000028239.8	chr2	+	ENSMUSE00000163832.2	4	35180345	35180506	412	520	109	138	174	154583	"chr2	HAVANA	exon	35180345	35180506	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000028239.8""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-201""; exon_number 4; exon_id ""ENSMUSE00000163832.2""; level 2; protein_id ""ENSMUSP00000028239.7""; transcript_support_level ""1""; mgi_id ""MGI:95851""; tag ""basic""; tag ""CCDS""; ccdsid ""CCDS15960.1""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000028765.2"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000028239.8	chr2	+	ENSMUSE00000258344.2	7	35184947	35185079	521	537	17	174	179	154589	"chr2	HAVANA	exon	35184947	35185079	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000028239.8""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""protein_coding""; transcript_name ""Gsn-201""; exon_number 7; exon_id ""ENSMUSE00000258344.2""; level 2; protein_id ""ENSMUSP00000028239.7""; transcript_support_level ""1""; mgi_id ""MGI:95851""; tag ""basic""; tag ""CCDS""; ccdsid ""CCDS15960.1""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000028765.2"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000124323.5	chr2	+	ENSMUSE00001297603.2	2	35173917	35174121	52	256	205	18	86	154616	"chr2	HAVANA	exon	35173917	35174121	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000124323.5""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""retained_intron""; transcript_name ""Gsn-202""; exon_number 2; exon_id ""ENSMUSE00001297603.2""; level 2; transcript_support_level ""2""; mgi_id ""MGI:95851""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000030967.2"";"
protein_010cea6b9aec4fe107d0d322bcf87e247a1dae50e8e1f8a0c2ccf4331ba2c509	Mpeg1 → Gsn	right	Gsn	ENSMUSG00000026879.15	ENSMUST00000124323.5	chr2	+	ENSMUSE00000728571.2	3	35174686	35175037	257	411	155	86	137	154617	"chr2	HAVANA	exon	35174686	35175037	.	+	.	gene_id ""ENSMUSG00000026879.15""; transcript_id ""ENSMUST00000124323.5""; gene_type ""protein_coding""; gene_name ""Gsn""; transcript_type ""retained_intron""; transcript_name ""Gsn-202""; exon_number 3; exon_id ""ENSMUSE00000728571.2""; level 2; transcript_support_level ""2""; mgi_id ""MGI:95851""; havana_gene ""OTTMUSG00000012088.14""; havana_transcript ""OTTMUST00000030967.2"";"
protein_6d61d8abd6143152e0b025884fd296ee504410576909a6b35e3b7931719d0211	Polr2a → Trp53	left	Polr2a	ENSMUSG00000005198.16	ENSMUST00000058470.16	chr11	-	ENSMUSE00000111779.2	12	69634629	69634797	1	156	156	1	52	1172100	"chr11	HAVANA	exon	69634629	69634797	.	-	.	gene_id ""ENSMUSG00000005198.16""; transcript_id ""ENSMUST00000058470.16""; gene_type ""protein_coding""; gene_name ""Polr2a""; transcript_type ""protein_coding""; transcript_name ""Polr2a-201""; exon_number 12; exon_id ""ENSMUSE00000111779.2""; level 2; protein_id ""ENSMUSP00000050771.10""; transcript_support_level ""1""; mgi_id ""MGI:98086""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS70217.1""; havana_gene ""OTTMUSG00000006003.1""; havana_transcript ""OTTMUST00000013440.1"";"
protein_6d61d8abd6143152e0b025884fd296ee504410576909a6b35e3b7931719d0211	Polr2a → Trp53	left	Polr2a	ENSMUSG00000005198.16	ENSMUST00000058470.16	chr11	-	ENSMUSE00000111767.2	13	69634417	69634511	161	255	95	54	85	1172102	"chr11	HAVANA	exon	69634417	69634511	.	-	.	gene_id ""ENSMUSG00000005198.16""; transcript_id ""ENSMUST00000058470.16""; gene_type ""protein_coding""; gene_name ""Polr2a""; transcript_type ""protein_coding""; transcript_name ""Polr2a-201""; exon_number 13; exon_id ""ENSMUSE00000111767.2""; level 2; protein_id ""ENSMUSP00000050771.10""; transcript_support_level ""1""; mgi_id ""MGI:98086""; tag ""basic""; tag ""appris_principal_1""; tag ""CCDS""; ccdsid ""CCDS70217.1""; havana_gene ""OTTMUSG00000006003.1""; havana_transcript ""OTTMUST00000013440.1"";"
